"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
578	SW RETAIL	486.00		No collection Info	000116	12/04/2013	NET 30	752780		Shipped	SW0001	JDE1213	Open	101151	  .00%	.00	486.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 30		EE	12/13						W	12/17/2013		001722		101151	G301		12/06/13	Call for routin	   108	     9	MULTI	486.00	    .00	.00				OH			
579	SW RETAIL	360.00		No collection Info	000116	12/04/2013	NET 30	752780		Shipped	SW0001	JDE1213	Open	101152	  .00%	.00	360.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 30		EE	12/13						W	12/17/2013		001723		101152	G301		12/06/13	Call for routin	    72	     6	MULTI	360.00	    .00	.00				OH			
580	SW RETAIL	360.00		No collection Info	000116	12/04/2013	NET 30	752780		Shipped	SW0001	JDE1213	Open	101153	  .00%	.00	360.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 30		EE	12/13						W	12/17/2013		001730		101153	G301		12/06/13	Call for routin	    72	     6	MULTI	360.00	    .00	.00				OH			
581	SW RETAIL	612.00		No collection Info	000116	12/04/2013	NET 30	752780		Shipped	SW0001	JDE1213	Open	101154	  .00%	.00	612.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 30		EE	12/13						W	12/17/2013		001731		101154	G301		12/06/13	Call for routin	   144	    12	MULTI	612.00	    .00	.00				TX			
582	SW RETAIL	360.00		No collection Info	000117	12/04/2013	NET 30	752780		Shipped	SW0001	JDE1213	Open	101155	  .00%	.00	360.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 30		EE	12/13						W	12/17/2013		001732		101155	G301		12/06/13	Call for routin	    72	     6	MULTI	360.00	    .00	.00				TX			
583	SANDYS	1,756.80		No collection Info		01/09/2014	NET 30	604959		Open	SY0001	1202	Open	101415	  .00%	.00	1,756.80	02/08/2014	.00	Invoice	.00	PB	17	1 to 30	 30		BB	01/14						W			SY0001		101415			  /  /	CALL TO ROUTE	   252	    21		1,756.80	    .00	.00				FL			
584	SANDYS	4,926.24		No collection Info		01/28/2014	NET 30	604959		Open	SY0001	1202	Open	101509	  .00%	.00	4,926.24	02/27/2014	.00	Invoice	.00	PB		Current	 30		BB	01/14						W			SY0001		101509			  /  /	CALL TO ROUTE	   828	    69		4,926.24	    .00	.00				FL			
585	TJ MAXX	5,700.00		No collection Info	000055	10/04/2013	NET 60	280699		Shipped	TJ0001	60850635	Open	100674	  .00%	.00	5,700.00	12/03/2013	.00	Invoice	.00	PB	84	61 to 90	 60		AF	08/13						W	10/08/2013		TJ0896		100674	G110		10/04/13	CALL TO ROUTE	   912	   152	142704	5,700.00	    .00	.00				MA			
586	TJ MAXX	4,182.00		No collection Info	000055	10/04/2013	NET 60	280699		Shipped	TJ0001	70850635	Open	100675	  .00%	.00	4,182.00	12/03/2013	.00	Invoice	.00	PB	84	61 to 90	 60		AF	08/13						W	10/08/2013		TJ0897		100675	G107		10/04/13	CALL TO ROUTE	   696	   116	142705	4,182.00	    .00	.00				IN			
587	TJ MAXX	724.50		No collection Info	000075	10/22/2013	NET 60	280699		Shipped	TJ0001	40850635	Open	100720	  .00%	.00	724.50	12/21/2013	.00	Invoice	.00	PB	66	61 to 90	 60		AF	10/13						W	10/25/2013		TJ0894		100720	G197		10/22/13	CALL TO ROUTE	   126	    21	147047	724.50	    .00	.00				NC			
588	TJ MAXX	1,276.50		No collection Info	000075	10/22/2013	NET 60	280699		Shipped	TJ0001	80850635	Open	100722	  .00%	.00	1,276.50	12/21/2013	.00	Invoice	.00	PB	66	61 to 90	 60		AF	10/13						W	10/25/2013		TJ0898		100722	G199		10/22/13	CALL TO ROUTE	   222	    37	147049	1,276.50	    .00	.00				NV			
589	TJ MAXX	4,657.50		No collection Info	000103	11/20/2013	NET 60	654420		Shipped	TJ0001	30 919798	Open	101078	  .00%	.00	4,657.50	01/20/2014	.00	Invoice	.00	PB	36	31 to 60	 60		AF	11/13						W	11/22/2013		TJ0899		101078	G279		11/20/13	CALL TO ROUTE	  1242	   164	155764	4,657.50	    .00	.00				PA			
590	TJ MAXX	3,870.00		No collection Info	000138	01/22/2014	NET 60	LINE GB		Shipped	TJ0001	40 201340	Open	101425	  .00%	.00	3,870.00	03/23/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/23/2014		TJ0894		101425	G347		01/22/14	CALL TO ROUTE	   774	   129	173915	3,870.00	    .00	.00				NC			
591	TJ MAXX	1,740.00		No collection Info	000138	01/22/2014	NET 60	LINE GB		Shipped	TJ0001	60 201340	Open	101426	  .00%	.00	1,740.00	03/23/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/23/2014		TJ0896		101426	G347		01/22/14	CALL TO ROUTE	   348	    58	173916	1,740.00	    .00	.00				MA			
592	TJ MAXX	4,020.00		No collection Info	000138	01/22/2014	NET 60	LINE GB		Shipped	TJ0001	70 201340	Open	101427	  .00%	.00	4,020.00	03/23/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/23/2014		TJ0897		101427	G347		01/22/14	CALL TO ROUTE	   804	   134	173917	4,020.00	    .00	.00				IN			
593	TJ MAXX	2,250.00		No collection Info	000138	01/22/2014	NET 60	LINE GB		Shipped	TJ0001	80 201340	Open	101428	  .00%	.00	2,250.00	03/23/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/23/2014		TJ0898		101428	G347		01/22/14	CALL TO ROUTE	   450	    75	173918	2,250.00	    .00	.00				NV			
594	TJ MAXX	10,164.00		No collection Info	000141	01/23/2014	NET 60	414277		Shipped	TJ0001	60 852633	Open	101417	  .00%	.00	10,164.00	03/24/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/28/2014		TJ0896		101417	G348		01/23/14	CALL TO ROUTE	  1752	   292	173619	10,164.00	    .00	.00				MA			
595	TJ MAXX	19,068.00		No collection Info	000141	01/23/2014	NET 60	414277		Shipped	TJ0001	70 852633	Open	101418	  .00%	.00	19,068.00	03/24/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/28/2014		TJ0897		101418	G348		01/23/14	CALL TO ROUTE	  3288	   548	173620	19,068.00	    .00	.00				IN			
596	TJ MAXX	13,920.00		No collection Info	000141	01/23/2014	NET 60	414277		Shipped	TJ0001	80 852633	Open	101419	  .00%	.00	13,920.00	03/24/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/28/2014		TJ0898		101419	G348		01/23/14	CALL TO ROUTE	  2400	   400	173621	13,920.00	    .00	.00				NV			
597	TJ MAXX	26,448.00		No collection Info	000139	01/24/2014	NET 60	414277		Shipped	TJ0001	40 852633	Open	101416	  .00%	.00	26,448.00	03/25/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/27/2014		TJ0894		101416	G351		01/24/14	JB HUNT	  4560	   760	173618	26,448.00	    .00	.00							
598	TJ MAXX	15,504.00		No collection Info	000144	01/30/2014	NET 60	414277		Shipped	TJ0001	40 852633	Open	101463	  .00%	.00	15,504.00	03/31/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/31/2014		TJ0894		101463	G359		01/30/14	CALL TO ROUTE	  2736	   456	176146	15,504.00	    .00	.00							
599	TJ MAXX	5,856.00		No collection Info	000144	01/30/2014	NET 60	414277		Shipped	TJ0001	60 852633	Open	101464	  .00%	.00	5,856.00	03/31/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/31/2014		TJ0896		101464	G359		01/30/14	CALL TO ROUTE	  1032	   172	176147	5,856.00	    .00	.00				MA			
600	TJ MAXX	11,280.00		No collection Info	000144	01/30/2014	NET 60	414277		Shipped	TJ0001	70 852633	Open	101465	  .00%	.00	11,280.00	03/31/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/31/2014		TJ0897		101465	G359		01/30/14	CALL TO ROUTE	  1992	   332	176148	11,280.00	    .00	.00				IN			
601	TJ MAXX	8,160.00		No collection Info	000144	01/30/2014	NET 60	414277		Shipped	TJ0001	80 852633	Open	101466	  .00%	.00	8,160.00	03/31/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/31/2014		TJ0898		101466	G359		01/30/14	CALL TO ROUTE	  1440	   240	176149	8,160.00	    .00	.00				NV			
602	TJ MAXX	1,866.60		No collection Info	000157	02/03/2014	NET 60	936153		Shipped	TJ0001	40 289438	Open	101689	  .00%	.00	1,866.60	04/04/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	02/06/2014		TJ0894		101689	G368		02/03/14	CALL TO ROUTE	   306	    51	180187	1,866.60	    .00	.00				NC			
603	TJ MAXX	2,818.20		No collection Info	000157	02/03/2014	NET 60	936154		Shipped	TJ0001	60 289438	Open	101690	  .00%	.00	2,818.20	04/04/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	02/06/2014		TJ0896		101690	G368		02/03/14	CALL TO ROUTE	   462	    77	180188	2,818.20	    .00	.00				MA			
604	TJ MAXX	9,955.20		No collection Info	000157	02/03/2014	NET 60	936155		Shipped	TJ0001	70 289438	Open	101691	  .00%	.00	9,955.20	04/04/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	02/06/2014		TJ0897		101691	G369		02/03/14	CALL TO ROUTE	  1632	   272	180189	9,955.20	    .00	.00				IN			
605	TK MAXX	5,106.00		No collection Info	000103	11/20/2013	ROG + 60	654541		Shipped	TK0001	50 155959	Open	101088	  .00%	.00	5,106.00	01/25/2014	.00	Invoice	.00	PB	31	1 to 30	 65		AF	11/13						W	11/22/2013		TK0001		101088	G278		11/20/13	CALL TO ROUTE	  1728	   166	156237	5,106.00	    .00	.00							
606	TK MAXX	15,087.00		No collection Info	000103	11/20/2013	ROG + 60	654541		Shipped	TK0001	50 156593	Open	101091	  .00%	.00	15,087.00	01/25/2014	.00	Invoice	.00	PB	31	1 to 30	 65		AF	11/13						W	11/22/2013		TK0001		101091	G278		11/20/13	CALL TO ROUTE	  2916	   243	155983	15,087.00	    .00	.00							
607	TK MAXX	1,296.00		No collection Info	000103	11/20/2013	ROG + 60	654541		Shipped	TK0001	55 155960	Open	101092	  .00%	.00	1,296.00	01/25/2014	.00	Invoice	.00	PB	31	1 to 30	 65		AF	11/13						W	11/22/2013		TK0001		101092	G278		11/20/13	CALL TO ROUTE	   384	    32	155982	1,296.00	    .00	.00							
608	TK MAXX	3,720.00		No collection Info	000103	11/20/2013	ROG + 60	654541		Shipped	TK0001	55 156594	Open	101095	  .00%	.00	3,720.00	01/25/2014	.00	Invoice	.00	PB	31	1 to 30	 65		AF	11/13						W	11/22/2013		TK0001		101095	G278		11/20/13	CALL TO ROUTE	   720	    60		3,720.00	    .00	.00		156456					
609	TK MAXX	2,820.00		No collection Info	000104	11/22/2013	ROG + 60	654541		Shipped	TK0001	50 155966	Open	101089	  .00%	.00	2,820.00	01/27/2014	.00	Invoice	.00	PB	29	1 to 30	 65		AF	11/13						W	12/02/2013		TK0001		101089	G283		11/22/13	CALL TO ROUTE	  1410	   157	156454	2,820.00	    .00	.00							
610	TK MAXX	1,824.00		No collection Info	000104	11/22/2013	ROG + 60	654541		Shipped	TK0001	50 155968	Open	101090	  .00%	.00	1,824.00	01/27/2014	.00	Invoice	.00	PB	29	1 to 30	 65		AF	11/13						W	12/02/2013		TK0001		101090	G283		11/22/13	CALL TO ROUTE	   912	   152	156460	1,824.00	    .00	.00							
611	TK MAXX	1,458.00		No collection Info	000104	11/22/2013	ROG + 60	654541		Shipped	TK0001	55 155967	Open	101093	  .00%	.00	1,458.00	01/27/2014	.00	Invoice	.00	PB	29	1 to 30	 65		AF	11/13						W	12/02/2013		TK0001		101093	G283		11/22/13	CALL TO ROUTE	   729	    74	156453	1,458.00	    .00	.00							
612	TK MAXX	1,020.00		No collection Info	000104	11/22/2013	ROG + 60	654541		Shipped	TK0001	55 155969	Open	101094	  .00%	.00	1,020.00	01/27/2014	.00	Invoice	.00	PB	29	1 to 30	 65		AF	11/13						W	12/02/2013		TK0001		101094	G283		11/22/13	CALL TO ROUTE	   510	    85	156239	1,020.00	    .00	.00							
613	TOMLINSONS	450.00		No collection Info	000178	02/21/2014	NET 30	893252		Shipped	TO0002	11440	Open	101510	  .00%	.00	450.00	03/23/2014	.00	Invoice	.00	PB		Current	 30		EE	01/14						W	02/24/2014		TO0002		101510	G396		02/21/14	UPS THIRD PARTY	    60	    10		450.00	    .00	.00		1Z4R845R0362722		NC			
614	ULTIMATE APPAREL	1,344.00		No collection Info	000089	11/04/2013	NET 60	533500		Shipped	UA0001	10313A GRP#3360B00	Open	100752	  .00%	.00	1,344.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 60		AF	10/13						W	11/11/2013		UA0001		100752	G245		11/04/13	CALL TO ROUTE	   336	    28	148581	1,344.00	    .00	.00				CA			
615	ULTIMATE APPAREL	1,728.00		No collection Info	000089	11/04/2013	NET 60	533504		Shipped	UA0001	10313B GRP#3086323	Open	100753	  .00%	.00	1,728.00	01/04/2014	.00	Invoice	.00	PB	52	31 to 60	 60		AF	10/13						W	11/11/2013		UA0001		100753	G245		11/04/13	CALL TO ROUTE	   432	    36	148581	1,728.00	    .00	.00				CA			
616	ULTIMATE APPAREL	11,220.00		No collection Info	000135	01/17/2014	NET 60	879538		Shipped	UA0001	11314E	Open	101437	  .00%	.00	11,220.00	03/18/2014	.00	Invoice	.00	PB		Current	 60		AF	01/14						W	01/20/2014		UA0001		101437	G340		01/17/14	CALL TO ROUTE	  2244	   187	174259	11,220.00	    .00	.00				CA			
617	US MARINE CORPS	295.20	$12/CTN	No collection Info	000079	10/14/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100839	  .00%	36.00	295.20	11/13/2013	.00	Invoice	.00	PB	104	91 to 120	 30		JB	10/13						W	11/04/2013		001408		100839	G235		10/13/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00		557841387406		NC			
618	US MARINE CORPS	319.20	AS PER ELI, USE $12/CTN	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999241	Open	100766	  .00%	60.00	319.20	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001398		100766	G233		10/25/13	FEDEX GROUND	    36	     6		319.20	  60.00	.00				CA			
619	US MARINE CORPS	90.00		No collection Info	000082	10/25/2013	NET 30	503641		Shipped	US0001	999243	Open	100767	  .00%	.00	90.00	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	11/04/2013		001398		100767	G232		10/25/13	CALL TO ROUTE	    12	     2		90.00	    .00	.00		557841386643		CA			
620	US MARINE CORPS	232.80	AS PER ELI, USE $12/CTN	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999244	Open	100768	  .00%	48.00	232.80	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001400		100768	G233		10/25/13	FEDEX GROUND	    24	     4		232.80	  48.00	.00				CA			
621	US MARINE CORPS	165.60	AS PER ELI, USE $12/CTN	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999241	Open	100769	  .00%	36.00	165.60	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001401		100769	G233		10/25/13	FEDEX GROUND	    18	     3		165.60	  36.00	.00				CA			
622	US MARINE CORPS	232.80	AS PER ELI, USE $12/CTN.	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999244	Open	100770	  .00%	48.00	232.80	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001407		100770	G233		10/25/13	FEDEX GROUND	    24	     4		232.80	  48.00	.00				VA			
623	US MARINE CORPS	319.20	AS PER ELI, USE $12/CTN.	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999241	Open	100771	  .00%	60.00	319.20	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001409		100771	G233		10/25/13	FEDEX GROUND	    36	     6		319.20	  60.00	.00				NC			
624	US MARINE CORPS	216.00	AS PER ELI, USE $12/CTN	No collection Info	000109	10/25/2013	NET 30	503641		Shipped	US0001	999243	Open	100772	  .00%	36.00	216.00	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		AF	10/13						W	12/03/2013		001409		100772	G233		10/25/13	FEDEX GROUND	    24	     4		216.00	  36.00	.00				NC			
625	US MARINE CORPS	295.20	$12/CTN.	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100827	  .00%	36.00	295.20	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001398		100827	G235		10/30/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00		557841386903		CA			
626	US MARINE CORPS	616.80	$12/CTN.	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100828	  .00%	84.00	616.80	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001399		100828	G235		10/30/13	CALL TO ROUTE	    72	     6		616.80	  84.00	.00		557841386936		CA			
627	US MARINE CORPS	295.20	#12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100829	  .00%	36.00	295.20	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001401		100829	G235		10/30/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00		557841387005		CA			
628	US MARINE CORPS	336.00	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100830	  .00%	48.00	336.00	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001401		100830	G235		10/30/13	CALL TO ROUTE	    48	     4		336.00	  48.00	.00		557841387038		CA			
629	US MARINE CORPS	295.20	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100831	  .00%	36.00	295.20	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001402		100831	G235		10/30/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00		557841387071		CA			
630	US MARINE CORPS	616.80	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100832	  .00%	84.00	616.80	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001402		100832	G235		10/30/13	CALL TO ROUTE	    72	     6		616.80	  84.00	.00		557841387108		CA			
631	US MARINE CORPS	616.80	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100833	  .00%	84.00	616.80	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001404		100833	G235		10/30/13	CALL TO ROUTE	    72	     6		616.80	  84.00	.00		557841387174					
632	US MARINE CORPS	338.40	$12/CTN.	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100836	  .00%	72.00	338.40	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001406		100836	G235		10/30/13	CALL TO ROUTE	    36	     6		338.40	  72.00	.00				SC			
633	US MARINE CORPS	295.20	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100837	  .00%	36.00	295.20	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001407		100837	G235		10/30/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00				VA			
634	US MARINE CORPS	616.80	$12/CTN	No collection Info	000079	10/30/2013	NET 30	405448		Shipped	US0001	1247	Open	100838	  .00%	84.00	616.80	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001407		100838	G235		10/30/13	CALL TO ROUTE	    72	     6		616.80	  84.00	.00		557841387336		VA			
635	US MARINE CORPS	338.40	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100840	  .00%	72.00	338.40	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001408		100840	G235		10/30/13	CALL TO ROUTE	    36	     6		338.40	  72.00	.00		557841387439		NC			
636	US MARINE CORPS	295.20	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1129	Open	100841	  .00%	36.00	295.20	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001409		100841	G235		10/30/13	CALL TO ROUTE	    36	     3		295.20	  36.00	.00		557841387494		NC			
637	US MARINE CORPS	168.00	$12/CTN	No collection Info	000079	10/30/2013	NET 30	OK MT		Shipped	US0001	1247	Open	100842	  .00%	24.00	168.00	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001411		100842	G235		10/30/13	CALL TO ROUTE	    24	     4		168.00	  24.00	.00		557841387510		CA			
638	US MARINE CORPS	167.79		No collection Info	000079	10/30/2013	NET 30	503639		Shipped	US0001	1128	Open	100908	  .00%	38.19	167.79	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		AF	10/13						W	11/04/2013		001404		100908	G235		10/30/13	FEDEX GROUND	    18	     3		167.79	  38.19	.00		557841387564					
639	US MARINE CORPS	169.68		No collection Info	000079	10/30/2013	NET 30	503639		Shipped	US0001	1129	Open	100910	  .00%	40.08	169.68	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		JB	10/13						W	11/04/2013		001406		100910	G235		10/30/13	FEDEX GROUND	    18	     3		169.68	  40.08	.00		557841387597		SC			
640	US MARINE CORPS	532.80		No collection Info	000109	11/01/2013	NET 30	OK MT		Shipped	US0001	1242	Open	100834	  .00%	.00	532.80	12/01/2013	.00	Invoice	.00	PB	86	61 to 90	 30		JB	10/13						W	12/03/2013		001405		100834	G235		10/30/13	CALL TO ROUTE	    72	     6		532.80	    .00	.00							
641	US MARINE CORPS	552.00		No collection Info	000109	11/01/2013	NET 30	390731		Shipped	US0001	1255	Open	100835	  .00%	.00	552.00	12/01/2013	.00	Invoice	.00	PB	86	61 to 90	 30		AF	10/13						W	12/03/2013		001405		100835	G235		10/31/13	CALL TO ROUTE	    72	     6		552.00	    .00	.00				VA			
642	US MARINE CORPS	167.79		No collection Info	000109	11/01/2013	NET 30	503636		Shipped	US0001	1123	Open	100909	  .00%	38.19	167.79	12/01/2013	.00	Invoice	.00	PB	86	61 to 90	 30		AF	10/13						W	12/03/2013		001405		100909	G235		10/31/13	FEDEX GROUND	    18	     3		167.79	  38.19	.00				VA			
643	US MARINE CORPS	445.00	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1196	Open	101011	  .00%	13.00	445.00	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001399		101011	G255		11/04/13	CALL TO ROUTE	    72	     8		445.00	  13.00	.00		557841387760		AZ			
644	US MARINE CORPS	466.60	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101012	  .00%	13.00	466.60	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001399		101012	G255		11/04/13	CALL TO ROUTE	    72	     8		466.60	  13.00	.00		557841387840		CA			
645	US MARINE CORPS	565.53	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101013	  .00%	13.53	565.53	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001399		101013	G255		11/04/13	CALL TO ROUTE	    72	     6		565.53	  13.53	.00				CA			
646	US MARINE CORPS	321.72	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1277	Open	101014	  .00%	9.72	321.72	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001399		101014	G255		11/04/13	CALL TO ROUTE	    24	     2		321.72	   9.72	.00		557841387932		CA			
647	US MARINE CORPS	446.28	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1196	Open	101015	  .00%	14.28	446.28	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001401		101015	G255		11/04/13	CALL TO ROUTE	    72	    12		446.28	  14.28	.00		557841387943		NC			
648	US MARINE CORPS	565.53	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101017	  .00%	13.53	565.53	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001401		101017	G255		11/04/13	CALL TO ROUTE	    72	     6		565.53	  13.53	.00				CA			
649	US MARINE CORPS	321.72	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1277	Open	101018	  .00%	9.72	321.72	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001401		101018	G255		11/04/13	CALL TO ROUTE	    24	     2		321.72	   9.72	.00		557841388067		CA			
650	US MARINE CORPS	299.58	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1196	Open	101019	  .00%	11.58	299.58	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001402		101019	G255		11/04/13	CALL TO ROUTE	    48	     4		299.58	  11.58	.00				CA			
651	US MARINE CORPS	313.98	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101020	  .00%	11.58	313.98	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001402		101020	G255		11/04/13	CALL TO ROUTE	    48	     4		313.98	  11.58	.00		557841388126		CA			
652	US MARINE CORPS	299.58	AS PER FREIGHT CALCULATOR	No collection Info	000107	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101021	  .00%	11.58	299.58	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001402		101021	G255		11/04/13	CALL TO ROUTE	    48	     4		299.58	  11.58	.00		557841388160		CA			
653	US MARINE CORPS	165.76	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101022	  .00%	14.56	165.76	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001406		101022	G255		11/04/13	CALL TO ROUTE	    24	     4		165.76	  14.56	.00				SC			
654	US MARINE CORPS	231.67	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101023	  .00%	21.67	231.67	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001406		101023	G255		11/04/13	CALL TO ROUTE	    30	     5		231.67	  21.67	.00				SC			
