"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"429","Open","ST0001","STAGE STORES INC","Invoice","100996","216.00",".00","  .00%",".00",".00","216.00","NET 45","AF","10/25/2013","W","PB","29","Current"," 45","12/09/2013","","10/13","","","","","","","","","","No collection Info","20024498","000707","591202","","LINE 0007TZ VOIDED.  (STYLE 1360D00)","100996","","","Cancelled","  /  /","VENDOR PORTAL","     0","     0","",".00","    .00","216.00","","","Voided Line 0007TZ","TX","","",
"430","Open","ST0001","STAGE STORES INC","Manual","900079","-216.00",".00","  .00%",".00",".00","-216.00","NET 45","AF","10/25/2013","W","PB","29","Current"," 45","12/09/2013","","10/13","","","","","","","","","","No collection Info","20024498","000707","591202","","LINE 0007TZ VOIDED.  (STYLE 1360D00)","100996","","","","","","","","","","","","","","","TX","","",
"431","Open","ST0001","STAGE STORES INC","Invoice","100994","243.00",".00","  .00%",".00",".00","243.00","NET 45","AF","11/04/2013","W","PB","19","Current"," 45","12/19/2013","","10/13","","","","","","000087","11/04/2013","","","No collection Info","20024494","000707","591202","","","100994","G242","","Shipped","11/04/13","VENDOR PORTAL","    36","     3","152787","243.00","    .00",".00","","","","TX","","",
"432","Open","ST0001","STAGE STORES INC","Invoice","100998","282.00",".00","  .00%",".00",".00","282.00","NET 30","AF","11/04/2013","W","PB","34","Current"," 30","12/04/2013","","10/13","","","","","","000087","11/04/2013","","","No collection Info","20024489","000707","591202","","","100998","G242","","Shipped","11/04/13","VENDOR PORTAL","    72","     8","152787","282.00","    .00",".00","","466295","","TX","","",
"433","Open","ST0001","STAGE STORES INC","Invoice","100999","1,485.00",".00","  .00%",".00",".00","1,485.00","NET 30","AF","11/04/2013","W","PB","34","Current"," 30","12/04/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","20024491","000707","591202","","","100999","G242","","Shipped","11/04/13","VENDOR PORTAL","   372","    44","152787","1,485.00","    .00",".00","","","","TX","","",
"434","Open","ST0001","STAGE STORES INC","Invoice","100935","1,116.00",".00","  .00%",".00",".00","1,116.00","NET 30","AF","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20024490","000707","591202","","","100935","G262","","Shipped","11/07/13","VENDOR PORTAL","   240","    22","150904","1,116.00","    .00",".00","","466578","","TX","","",
"435","Open","ST0001","STAGE STORES INC","Invoice","100937","316.50",".00","  .00%",".00",".00","316.50","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20024493","000707","591202","","","100937","G262","","Shipped","11/07/13","VENDOR PORTAL","    69","     6","150904","316.50","    .00",".00","","466578","","TX","","",
"436","Open","ST0001","STAGE STORES INC","Invoice","100940","156.00",".00","  .00%",".00",".00","156.00","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20024496","000707","591202","","","100940","G262","","Shipped","11/07/13","VENDOR PORTAL","    48","     4"," 150904","156.00","    .00",".00","","466578","","TX","","",
"437","Open","ST0001","STAGE STORES INC","Invoice","100942","984.00",".00","  .00%",".00",".00","984.00","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20024498","000707","591202","","LINE 0007E8 VOIDED.  (STYLE 1360D00)","100942","G262","","Shipped","11/07/13","VENDOR PORTAL","   246","    25","150904","984.00","    .00",".00","","","Voided Line 0007E8 Voided Line 0007E0","TX","","",
"438","Open","ST0001","STAGE STORES INC","Invoice","100946","420.00",".00","  .00%",".00",".00","420.00","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20025007","000707","591202","","","100946","G262","","Shipped","11/07/13","VENDOR PORTAL","    84","    14","150904","420.00","    .00",".00","","","","TX","","",
"439","Open","ST0001","STAGE STORES INC","Invoice","100947","684.00",".00","  .00%",".00",".00","684.00","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000091","11/11/2013","","","No collection Info","20025008","000707","591202","","","100947","G262","","Shipped","11/07/13","VENDOR PORTAL","   144","    24","150904","684.00","    .00",".00","","","","TX","","",
"440","Open","ST0001","STAGE STORES INC","Invoice","100948","480.00",".00","  .00%",".00",".00","480.00","NET 45","AF","11/07/2013","W","PB","16","Current"," 45","12/22/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","20025009","000707","591202","","","100948","G262","","Shipped","11/07/13","VENDOR PORTAL","    96","    16","150904","480.00","    .00",".00","","466578","","TX","","",
"441","Open","ST0001","STAGE STORES INC","Credit","700009","792.00",".00","  .00%",".00",".00","792.00","NET 30","AF","11/12/2013","W","PB","26","Current"," 30","12/12/2013","","11/13","","","","","","","","","","No collection Info","20021068","","","","Owes the balance of 792.00 for invoice 1","100020","","","","","","","","","","","","","","","TX","","",
"442","Open","ST0001","STAGE STORES INC","Invoice","100949","162.00",".00","  .00%",".00",".00","162.00","NET 30","AF","11/22/2013","W","PB","16","Current"," 30","12/22/2013","","10/13","","","","","","000104","12/02/2013","","","No collection Info","20024490","000707","591202","","","100949","G285","","Shipped","11/22/13","VENDOR PORTAL","    36","     3","159252","162.00","    .00",".00","","","","TX","","",
"443","Open","ST0001","STAGE STORES INC","Invoice","100950","120.00",".00","  .00%",".00",".00","120.00","NET 45","AF","11/22/2013","W","PB","0","Current"," 45","01/07/2014","","10/13","","","","","","000104","12/02/2013","","","No collection Info","20024492","000707","591202","","","100950","G285","","Shipped","11/22/13","VENDOR PORTAL","    24","     2","159253","120.00","    .00",".00","","","","TX","","",
"444","Open","ST0001","STAGE STORES INC","Invoice","100952","117.00",".00","  .00%",".00",".00","117.00","NET 45","AF","11/22/2013","W","PB","0","Current"," 45","01/07/2014","","10/13","","","","","","000104","12/02/2013","","","No collection Info","20024497","000707","591202","","","100952","G285","","Shipped","11/22/13","VENDOR PORTAL","    36","     3","159255","117.00","    .00",".00","","","","TX","","",
"445","Open","SW0001","SW RETAIL","Invoice","100070","248.32","56.32","  .00%",".00",".00","248.32","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001705","327640","","","100070","G-082913","","Shipped","08/29/13","","    48","     4","BT813","248.32","  56.32",".00","","","","NY","","",
"446","Open","SW0001","SW RETAIL","Invoice","100071","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001706","327640","","","100071","G-082913","","Shipped","08/29/13","","    24","     4","BT813","145.72","  49.72",".00","","","","NY","","",
"447","Open","SW0001","SW RETAIL","Invoice","100077","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001712","327640","","","100077","G-082913","","Shipped","08/29/13","","    24","     4","BT813","145.72","  49.72",".00","","","","GA","","",
"448","Open","SW0001","SW RETAIL","Invoice","100080","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001715","327640","","","100080","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","","",
"449","Open","SW0001","SW RETAIL","Invoice","100083","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001718","327640","","","100083","G-082913","","Shipped","08/29/13","","    24","     4","130737","145.72","  49.72",".00","","","","GA","","",
"450","Open","SW0001","SW RETAIL","Invoice","100087","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001722","327640","","","100087","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","","",
"451","Open","SW0001","SW RETAIL","Invoice","100088","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","101","61 to 90"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001723","327640","","","100088","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","","",
"452","Open","SW0001","SW RETAIL","Invoice","100066","144.48","48.48","  .00%",".00",".00","144.48","NET 30","EE","09/05/2013","W","PB","94","31 to 60"," 30","10/05/2013","","08/13","","","","","","000088","11/04/2013","","","No collection Info","BT813","001701","327640","","","100066","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    24","     4","","144.48","  48.48",".00","","","","NJ","","",
"453","Open","SW0001","SW RETAIL","Invoice","100067","245.40","53.40","  .00%",".00",".00","245.40","NET 30","EE","09/05/2013","W","PB","94","31 to 60"," 30","10/05/2013","","08/13","","","","","","000021","09/05/2013","","","No collection Info","BT813","001702","327640","","","100067","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    48","     4","","245.40","  53.40",".00","","","","NJ","","",
"454","Open","SW0001","SW RETAIL","Invoice","100068","142.36","46.36","  .00%",".00",".00","142.36","NET 30","EE","09/05/2013","W","PB","94","31 to 60"," 30","10/05/2013","","08/13","","","","","","000021","09/05/2013","","","No collection Info","BT813","001703","327640","","","100068","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    24","     4","","142.36","  46.36",".00","","","","NJ","","",
"455","Open","SW0001","SW RETAIL","Invoice","100104","192.00",".00","  .00%",".00",".00","192.00","NET 30","EE","09/05/2013","W","PB","94","31 to 60"," 30","10/05/2013","","08/13","","","","","","000087","11/04/2013","","","No collection Info","BT813","001700","327640","","","100104","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    48","     4","","192.00","    .00",".00","","","","NJ","","",
"456","Open","TJ0001","TJ MAXX","Invoice","100674","5,700.00",".00","  .00%",".00",".00","5,700.00","NET 60","AF","10/04/2013","W","PB","35","1 to 30"," 60","12/03/2013","","08/13","","","","","","000055","10/08/2013","","","No collection Info","60850635","TJ0896","280699","","","100674","G110","","Shipped","10/04/13","CALL TO ROUTE","   912","   152","142704","5,700.00","    .00",".00","","","","MA","","",
"457","Open","TJ0001","TJ MAXX","Invoice","100675","4,182.00",".00","  .00%",".00",".00","4,182.00","NET 60","AF","10/04/2013","W","PB","35","1 to 30"," 60","12/03/2013","","08/13","","","","","","000055","10/08/2013","","","No collection Info","70850635","TJ0897","280699","","","100675","G107","","Shipped","10/04/13","CALL TO ROUTE","   696","   116","142705","4,182.00","    .00",".00","","","","IN","","",
"458","Open","TJ0001","TJ MAXX","Invoice","100720","724.50",".00","  .00%",".00",".00","724.50","NET 60","AF","10/22/2013","W","PB","17","Current"," 60","12/21/2013","","10/13","","","","","","000075","10/25/2013","","","No collection Info","40850635","TJ0894","280699","","","100720","G197","","Shipped","10/22/13","CALL TO ROUTE","   126","    21","147047","724.50","    .00",".00","","","","NC","","",
"459","Open","TJ0001","TJ MAXX","Invoice","100722","1,276.50",".00","  .00%",".00",".00","1,276.50","NET 60","AF","10/22/2013","W","PB","17","Current"," 60","12/21/2013","","10/13","","","","","","000075","10/25/2013","","","No collection Info","80850635","TJ0898","280699","","","100722","G199","","Shipped","10/22/13","CALL TO ROUTE","   222","    37","147049","1,276.50","    .00",".00","","","","NV","","",
"460","Open","TJ0001","TJ MAXX","Invoice","101078","4,657.50",".00","  .00%",".00",".00","4,657.50","NET 60","AF","11/20/2013","W","PB","","Current"," 60","01/20/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","30 919798","TJ0899","654420","","","101078","G279","","Shipped","11/20/13","CALL TO ROUTE","  1242","   164","155764","4,657.50","    .00",".00","","","","PA","","",
"461","Open","TK0001","TK MAXX","Invoice","100184","11,058.75",".00","  .00%",".00",".00","11,058.75","NET 60","AF","09/16/2013","W","PB","53","1 to 30"," 60","11/15/2013","","08/13","","","","","","000039","09/16/2013","","","No collection Info","50838898","TK0001","342839","","","100184","G51","","Shipped","09/16/13","","   983","    91","","11,058.75","    .00",".00","","","","","","",
"462","Open","TK0001","TK MAXX","Credit","700002","12.00",".00","  .00%",".00",".00","12.00","NET 60","AF","10/15/2013","W","PB","24","Current"," 60","12/14/2013","","10/13","","","","","","","","","OVERPAID","No collection Info","OAP7400011","","","","CUSTOMER OVERPAID ON INVOICES 100128/100","100128","","","","","","","","","","","","","","","","","",
"463","Open","TK0001","TK MAXX","Invoice","101088","5,106.00",".00","  .00%",".00",".00","5,106.00","ROG + 60","AF","11/20/2013","W","PB","","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 155959","TK0001","654541","","","101088","G278","","Shipped","11/20/13","CALL TO ROUTE","  1728","   166","156237","5,106.00","    .00",".00","","","","","","",
"464","Open","TK0001","TK MAXX","Invoice","101091","15,087.00",".00","  .00%",".00",".00","15,087.00","ROG + 60","AF","11/20/2013","W","PB","","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 156593","TK0001","654541","","","101091","G278","","Shipped","11/20/13","CALL TO ROUTE","  2916","   243","155983","15,087.00","    .00",".00","","","","","","",
"465","Open","TK0001","TK MAXX","Invoice","101092","1,296.00",".00","  .00%",".00",".00","1,296.00","ROG + 60","AF","11/20/2013","W","PB","","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 155960","TK0001","654541","","","101092","G278","","Shipped","11/20/13","CALL TO ROUTE","   384","    32","155982","1,296.00","    .00",".00","","","","","","",
"466","Open","TK0001","TK MAXX","Invoice","101095","3,720.00",".00","  .00%",".00",".00","3,720.00","ROG + 60","AF","11/20/2013","W","PB","","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 156594","TK0001","654541","","","101095","G278","","Shipped","11/20/13","CALL TO ROUTE","   720","    60","","3,720.00","    .00",".00","","156456","","","","",
"467","Open","TK0001","TK MAXX","Invoice","101089","2,820.00",".00","  .00%",".00",".00","2,820.00","ROG + 60","AF","11/22/2013","W","PB","","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155966","TK0001","654541","","","101089","G283","","Shipped","11/22/13","CALL TO ROUTE","  1410","   157","156454","2,820.00","    .00",".00","","","","","","",
"468","Open","TK0001","TK MAXX","Invoice","101090","1,824.00",".00","  .00%",".00",".00","1,824.00","ROG + 60","AF","11/22/2013","W","PB","","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155968","TK0001","654541","","","101090","G283","","Shipped","11/22/13","CALL TO ROUTE","   912","   152","156460","1,824.00","    .00",".00","","","","","","",
"469","Open","TK0001","TK MAXX","Invoice","101093","1,458.00",".00","  .00%",".00",".00","1,458.00","ROG + 60","AF","11/22/2013","W","PB","","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155967","TK0001","654541","","","101093","G283","","Shipped","11/22/13","CALL TO ROUTE","   729","    74","156453","1,458.00","    .00",".00","","","","","","",
"470","Open","TK0001","TK MAXX","Invoice","101094","1,020.00",".00","  .00%",".00",".00","1,020.00","ROG + 60","AF","11/22/2013","W","PB","","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155969","TK0001","654541","","","101094","G283","","Shipped","11/22/13","CALL TO ROUTE","   510","    85","156239","1,020.00","    .00",".00","","","","","","",
"471","Open","TO0002","TOMLINSONS","Invoice","100695","98.89","14.89","  .00%",".00",".00","98.89","NET 30","EE","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","08/13","","","","","","000109","12/03/2013","","","No collection Info","71613","TO0002","220734","","","100695","G258","","Shipped","11/07/13","FEDEX GROUND","    12","     1","","98.89","  14.89",".00","","557841389707","","NC","","",
"472","Open","TO0002","TOMLINSONS","Invoice","100696","427.24","25.24","  .00%",".00",".00","427.24","NET 30","EE","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","08/13","","","","","","000109","12/03/2013","","","No collection Info","80513","TO0002","280727","","","100696","G258","","Shipped","11/07/13","FEDEX GROUND","    36","     3","","427.24","  25.24",".00","","557841389670","","NC","","",
"473","Open","TO0002","TOMLINSONS","Invoice","100697","225.00",".00","  .00%",".00",".00","225.00","NET 30","EE","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","08/13","","","","","","000109","12/03/2013","","","No collection Info","9913","TO0002","481880","","","100697","G258","","Shipped","11/07/13","UPS","    36","     6","","225.00","    .00",".00","","557841389534","","NC","","",
"474","Open","TO0002","TOMLINSONS","Invoice","100698","336.00",".00","  .00%",".00",".00","336.00","NET 30","EE","11/07/2013","W","PB","31","Current"," 30","12/07/2013","","08/13","","","","","","000109","12/03/2013","","","No collection Info","L913F","TO0002","481879","","","100698","G258","","Shipped","11/07/13","UPS","    48","     8","","336.00","    .00",".00","","","","NC","","",
"475","Open","UA0001","ULTIMATE APPAREL","Invoice","100752","1,344.00",".00","  .00%",".00",".00","1,344.00","NET 60","AF","11/04/2013","W","PB","3","Current"," 60","01/04/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","10313A GRP#3360B00","UA0001","533500","","","100752","G245","","Shipped","11/04/13","CALL TO ROUTE","   336","    28","148581","1,344.00","    .00",".00","","","","CA","","",
"476","Open","UA0001","ULTIMATE APPAREL","Invoice","100753","1,728.00",".00","  .00%",".00",".00","1,728.00","NET 60","AF","11/04/2013","W","PB","3","Current"," 60","01/04/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","10313B GRP#3086323","UA0001","533504","","","100753","G245","","Shipped","11/04/13","CALL TO ROUTE","   432","    36","148581","1,728.00","    .00",".00","","","","CA","","",
"477","Open","US0001","US MARINE CORPS","Invoice","100839","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/14/2013","W","PB","55","1 to 30"," 30","11/13/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001408","OK MT","","$12/CTN","100839","G235","","Shipped","10/13/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387406","","NC","","",
"478","Open","US0001","US MARINE CORPS","Invoice","100766","319.20","60.00","  .00%",".00",".00","319.20","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001398","503641","","AS PER ELI, USE $12/CTN","100766","G233","","Shipped","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","CA","","",
"479","Open","US0001","US MARINE CORPS","Invoice","100767","90.00",".00","  .00%",".00",".00","90.00","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000082","11/04/2013","","","No collection Info","999243","001398","503641","","","100767","G232","","Shipped","10/25/13","CALL TO ROUTE","    12","     2","","90.00","    .00",".00","","557841386643","","CA","","",
"480","Open","US0001","US MARINE CORPS","Invoice","100768","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001400","503641","","AS PER ELI, USE $12/CTN","100768","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","CA","","",
"481","Open","US0001","US MARINE CORPS","Invoice","100769","165.60","36.00","  .00%",".00",".00","165.60","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001401","503641","","AS PER ELI, USE $12/CTN","100769","G233","","Shipped","10/25/13","FEDEX GROUND","    18","     3","","165.60","  36.00",".00","","","","CA","","",
"482","Open","US0001","US MARINE CORPS","Invoice","100770","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001407","503641","","AS PER ELI, USE $12/CTN.","100770","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","VA","","",
"483","Open","US0001","US MARINE CORPS","Invoice","100771","319.20","60.00","  .00%",".00",".00","319.20","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001409","503641","","AS PER ELI, USE $12/CTN.","100771","G233","","Shipped","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","NC","","",
"484","Open","US0001","US MARINE CORPS","Invoice","100772","216.00","36.00","  .00%",".00",".00","216.00","NET 30","AF","10/25/2013","W","PB","44","1 to 30"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999243","001409","503641","","AS PER ELI, USE $12/CTN","100772","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","216.00","  36.00",".00","","","","NC","","",
"485","Open","US0001","US MARINE CORPS","Invoice","100827","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001398","OK MT","","$12/CTN.","100827","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841386903","","CA","","",
"486","Open","US0001","US MARINE CORPS","Invoice","100828","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001399","OK MT","","$12/CTN.","100828","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841386936","","CA","","",
"487","Open","US0001","US MARINE CORPS","Invoice","100829","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001401","OK MT","","#12/CTN","100829","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387005","","CA","","",
"488","Open","US0001","US MARINE CORPS","Invoice","100830","336.00","48.00","  .00%",".00",".00","336.00","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001401","OK MT","","$12/CTN","100830","G235","","Shipped","10/30/13","CALL TO ROUTE","    48","     4","","336.00","  48.00",".00","","557841387038","","CA","","",
"489","Open","US0001","US MARINE CORPS","Invoice","100831","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001402","OK MT","","$12/CTN","100831","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387071","","CA","","",
"490","Open","US0001","US MARINE CORPS","Invoice","100832","616.80","84.00","  .00%",".00",".00","616.80","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001402","OK MT","","$12/CTN","100832","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387108","","CA","","",
"491","Open","US0001","US MARINE CORPS","Invoice","100833","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001404","OK MT","","$12/CTN","100833","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387174","","","","",
"492","Open","US0001","US MARINE CORPS","Invoice","100836","338.40","72.00","  .00%",".00",".00","338.40","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001406","OK MT","","$12/CTN.","100836","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     6","","338.40","  72.00",".00","","","","SC","","",
"493","Open","US0001","US MARINE CORPS","Invoice","100837","295.20","36.00","  .00%",".00",".00","295.20","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001407","OK MT","","$12/CTN","100837","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","","","VA","","",
"494","Open","US0001","US MARINE CORPS","Invoice","100838","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001407","405448","","$12/CTN","100838","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387336","","VA","","",
"495","Open","US0001","US MARINE CORPS","Invoice","100840","338.40","72.00","  .00%",".00",".00","338.40","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001408","OK MT","","$12/CTN","100840","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     6","","338.40","  72.00",".00","","557841387439","","NC","","",
"496","Open","US0001","US MARINE CORPS","Invoice","100841","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001409","OK MT","","$12/CTN","100841","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387494","","NC","","",
"497","Open","US0001","US MARINE CORPS","Invoice","100842","168.00","24.00","  .00%",".00",".00","168.00","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001411","OK MT","","$12/CTN","100842","G235","","Shipped","10/30/13","CALL TO ROUTE","    24","     4","","168.00","  24.00",".00","","557841387510","","CA","","",
"498","Open","US0001","US MARINE CORPS","Invoice","100908","167.79","38.19","  .00%",".00",".00","167.79","NET 30","AF","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1128","001404","503639","","","100908","G235","","Shipped","10/30/13","FEDEX GROUND","    18","     3","","167.79","  38.19",".00","","557841387564","","","","",
"499","Open","US0001","US MARINE CORPS","Invoice","100910","169.68","40.08","  .00%",".00",".00","169.68","NET 30","JB","10/30/2013","W","PB","39","1 to 30"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001406","503639","","","100910","G235","","Shipped","10/30/13","FEDEX GROUND","    18","     3","","169.68","  40.08",".00","","557841387597","","SC","","",
