"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"481","Open","BS0001","BOSCOVS","Invoice","101279","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002544","813035","","","101279","","","PA",
"482","Open","BS0001","BOSCOVS","Invoice","101280","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002545","813035","","","101280","","","PA",
"483","Open","BS0001","BOSCOVS","Invoice","101281","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002547","813035","","","101281","","","NJ",
"484","Open","BS0001","BOSCOVS","Invoice","101282","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002548","813035","","","101282","","","NJ",
"485","Open","BS0001","BOSCOVS","Invoice","101283","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002549","813035","","","101283","","","MD",
"486","Open","BS0001","BOSCOVS","Invoice","101284","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002550","813035","","","101284","","","OH",
"487","Open","BS0001","BOSCOVS","Invoice","101285","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002551","813035","","","101285","","","MD",
"488","Open","BS0001","BOSCOVS","Invoice","101286","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002552","813035","","","101286","","","PA",
"489","Open","BS0001","BOSCOVS","Invoice","101287","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002553","813035","","","101287","","","PA",
"490","Open","BS0001","BOSCOVS","Invoice","101288","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002554","813035","","","101288","","","NJ",
"491","Open","BS0001","BOSCOVS","Invoice","101289","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002555","813035","","","101289","","","NJ",
"492","Open","BS0001","BOSCOVS","Invoice","101290","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002556","813035","","","101290","","","PA",
"493","Open","BS0001","BOSCOVS","Invoice","101291","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002557","813035","","","101291","","","PA",
"494","Open","BS0001","BOSCOVS","Invoice","101292","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002558","813035","","","101292","","","PA",
"495","Open","BS0001","BOSCOVS","Invoice","101293","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002559","813035","","","101293","","","PA",
"496","Open","BS0001","BOSCOVS","Invoice","101294","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002560","813035","","","101294","","","NJ",
"497","Open","BS0001","BOSCOVS","Invoice","101295","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002561","813035","","","101295","","","PA",
"498","Open","BS0001","BOSCOVS","Invoice","101296","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002562","813035","","","101296","","","NY",
"499","Open","BS0001","BOSCOVS","Invoice","101297","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002563","813035","","","101297","","","PA",
"500","Open","BS0001","BOSCOVS","Invoice","101298","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002564","813035","","","101298","","","PA",
"501","Open","BS0001","BOSCOVS","Invoice","101299","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002565","813035","","","101299","","","PA",
"502","Open","BS0001","BOSCOVS","Invoice","101300","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002566","813035","","","101300","","","NY",
"503","Open","BS0001","BOSCOVS","Invoice","101301","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002567","813035","","","101301","","","DE",
"504","Open","BS0001","BOSCOVS","Invoice","101302","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002568","813035","","","101302","","","NJ",
"505","Open","BS0001","BOSCOVS","Invoice","101303","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002569","813035","","","101303","","","NJ",
"506","Open","BS0001","BOSCOVS","Invoice","101304","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002570","813035","","","101304","","","PA",
"507","Open","BS0001","BOSCOVS","Invoice","101305","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002571","813035","","","101305","","","MD",
"508","Open","BS0001","BOSCOVS","Invoice","101306","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002572","813035","","","101306","","","MD",
"509","Open","BS0001","BOSCOVS","Invoice","101307","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","8","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002573","813035","","","101307","","","PA",
"510","Open","PK0001","PENGUIN KIDS WEAR","Invoice","101308","18,682.50",".00","  .00%",".00",".00","18,682.50","NET 30","EE","12/30/2013","W","PB","4","Current"," 30","01/30/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","121613","PK0001","823729","","","101308","","","CA",
"511","Open","ZU0001","ZULILY","Invoice","101309","5,193.00",".00","  .00%",".00",".00","5,193.00","NET 30","EE","12/30/2013","W","PB","4","Current"," 30","01/30/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","68489-P0000IGNC8-6-1","001416","831323","","LINE 000BWF VOIDED.  (STYLE 4175413)","101309","","","NV",
"512","Open","BS0001","BOSCOVS","Invoice","101310","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","000434","807276","","","101310","","","PA",
"513","Open","BS0001","BOSCOVS","Invoice","101311","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002530","807276","","","101311","","","PA",
"514","Open","BS0001","BOSCOVS","Invoice","101312","1,035.00",".00","  .00%",".00",".00","1,035.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002531","807276","","","101312","","","PA",
"515","Open","BS0001","BOSCOVS","Invoice","101313","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002532","807276","","","101313","","","PA",
"516","Open","BS0001","BOSCOVS","Invoice","101314","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002533","807276","","","101314","","","PA",
"517","Open","BS0001","BOSCOVS","Invoice","101315","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002534","807276","","","101315","","","PA",
"518","Open","BS0001","BOSCOVS","Invoice","101316","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002535","807276","","","101316","","","PA",
"519","Open","BS0001","BOSCOVS","Invoice","101317","708.75",".00","  .00%",".00",".00","708.75","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002536","807276","","","101317","","","PA",
"520","Open","BS0001","BOSCOVS","Invoice","101318","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002537","807276","","","101318","","","DE",
"521","Open","BS0001","BOSCOVS","Invoice","101319","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002538","807276","","","101319","","","NY",
"522","Open","BS0001","BOSCOVS","Invoice","101320","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002539","807276","","","101320","","","PA",
"523","Open","BS0001","BOSCOVS","Invoice","101321","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002541","807276","","","101321","","","DE",
"524","Open","BS0001","BOSCOVS","Invoice","101322","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002542","807276","","","101322","","","PA",
"525","Open","BS0001","BOSCOVS","Invoice","101323","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002543","807276","","","101323","","","NJ",
"526","Open","BS0001","BOSCOVS","Invoice","101324","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002544","807276","","","101324","","","PA",
"527","Open","BS0001","BOSCOVS","Invoice","101325","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002545","807276","","","101325","","","PA",
"528","Open","BS0001","BOSCOVS","Invoice","101326","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002547","807276","","","101326","","","NJ",
"529","Open","BS0001","BOSCOVS","Invoice","101327","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002548","807276","","","101327","","","NJ",
"530","Open","BS0001","BOSCOVS","Invoice","101328","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002549","807276","","","101328","","","MD",
"531","Open","BS0001","BOSCOVS","Invoice","101329","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002550","807276","","","101329","","","OH",
"532","Open","BS0001","BOSCOVS","Invoice","101330","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002551","807276","","","101330","","","MD",
"533","Open","BS0001","BOSCOVS","Invoice","101331","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002552","807276","","","101331","","","PA",
"534","Open","BS0001","BOSCOVS","Invoice","101332","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002553","807276","","","101332","","","PA",
"535","Open","BS0001","BOSCOVS","Invoice","101333","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002554","807276","","","101333","","","NJ",
"536","Open","BS0001","BOSCOVS","Invoice","101334","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002555","807276","","","101334","","","NJ",
"537","Open","BS0001","BOSCOVS","Invoice","101335","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002556","807276","","","101335","","","PA",
"538","Open","BS0001","BOSCOVS","Invoice","101336","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002557","807276","","","101336","","","PA",
"539","Open","BS0001","BOSCOVS","Invoice","101337","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002558","807276","","","101337","","","PA",
"540","Open","BS0001","BOSCOVS","Invoice","101338","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002559","807276","","","101338","","","PA",
"541","Open","BS0001","BOSCOVS","Invoice","101339","675.00",".00","  .00%",".00",".00","675.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002560","807276","","","101339","","","NJ",
"542","Open","BS0001","BOSCOVS","Invoice","101340","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002561","807276","","","101340","","","PA",
"543","Open","BS0001","BOSCOVS","Invoice","101341","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002562","807276","","","101341","","","NY",
"544","Open","BS0001","BOSCOVS","Invoice","101342","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002563","807276","","","101342","","","PA",
"545","Open","BS0001","BOSCOVS","Invoice","101343","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002564","807276","","","101343","","","PA",
"546","Open","BS0001","BOSCOVS","Invoice","101344","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002565","807276","","","101344","","","PA",
"547","Open","BS0001","BOSCOVS","Invoice","101345","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002566","807276","","","101345","","","NY",
"548","Open","BS0001","BOSCOVS","Invoice","101346","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002567","807276","","","101346","","","DE",
"549","Open","BS0001","BOSCOVS","Invoice","101347","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002568","807276","","","101347","","","NJ",
"550","Open","BS0001","BOSCOVS","Invoice","101348","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002569","807276","","","101348","","","NJ",
"551","Open","BS0001","BOSCOVS","Invoice","101349","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002570","807276","","","101349","","","PA",
"552","Open","BS0001","BOSCOVS","Invoice","101350","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002571","807276","","","101350","","","MD",
"553","Open","BS0001","BOSCOVS","Invoice","101351","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002572","807276","","","101351","","","MD",
"554","Open","BS0001","BOSCOVS","Invoice","101352","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000129","01/06/2014","","","No collection Info","687278","002573","807276","","","101352","","","PA",
"555","Open","AZ0001","AMAZON.COM","Invoice","101353","10,980.00",".00","  .00%",".00",".00","10,980.00","NET 60","EE","01/02/2014","W","PB","","Current"," 60","03/03/2014","","12/13","","","","","","000130","01/06/2014","","","No collection Info","X0477824","AMZBLK","593374","","","101353","","","KY",
"556","Open","AZ0001","AMAZON.COM","Invoice","101354","6,857.28",".00","  .00%",".00",".00","6,857.28","NET 60","EE","01/02/2014","W","PB","","Current"," 60","03/03/2014","","12/13","","","","","","000130","01/06/2014","","","No collection Info","X3333154","AMZBLK","820764","","","101354","","","KY",
"557","Open","AZ0001","AMAZON.COM","Invoice","101355","11,054.40",".00","  .00%",".00",".00","11,054.40","NET 60","EE","01/02/2014","W","PB","","Current"," 60","03/03/2014","","12/13","","","","","","000130","01/06/2014","","","No collection Info","Z0008780","AMZBLK","825141","","","101355","","","KY",
"558","Open","GO0002","GORDMANS","Invoice","101356","3,000.00",".00","  .00%",".00",".00","3,000.00","NET 30","JB","01/03/2014","W","PB","1","Current"," 30","02/02/2014","","12/13","","","","","","000130","01/06/2014","","","No collection Info","1076979","GO0002","420964","","","101356","","","NE",
"559","Open","FM0001","FORMAN MILLS","Invoice","101357","2,808.00",".00","  .00%",".00",".00","2,808.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317272","FM0001","837277","","","101357","","","NJ",
"560","Open","FM0001","FORMAN MILLS","Invoice","101358","11,904.00",".00","  .00%",".00",".00","11,904.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317273","FM0001","837277","","","101358","","","NJ",
"561","Open","FM0001","FORMAN MILLS","Invoice","101359","2,832.00",".00","  .00%",".00",".00","2,832.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317275","FM0001","837277","","","101359","","","NJ",
"562","Open","FM0001","FORMAN MILLS","Invoice","101360","5,271.00",".00","  .00%",".00",".00","5,271.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317276","FM0001","837277","","","101360","","","NJ",
"563","Open","FM0001","FORMAN MILLS","Invoice","101362","9,822.00",".00","  .00%",".00",".00","9,822.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317278","FM0001","837277","","","101362","","","NJ",
"564","Open","FM0001","FORMAN MILLS","Invoice","101363","2,340.00",".00","  .00%",".00",".00","2,340.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317279","FM0001","837277","","","101363","","","NJ",
"565","Open","FM0001","FORMAN MILLS","Invoice","101364","4,851.00",".00","  .00%",".00",".00","4,851.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317280","FM0001","837277","","","101364","","","NJ",
"566","Open","FM0001","FORMAN MILLS","Invoice","101365","1,080.00",".00","  .00%",".00",".00","1,080.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317281","FM0001","752774","","","101365","","","NJ",
"567","Open","FM0001","FORMAN MILLS","Invoice","101367","68.00",".00","  .00%",".00",".00","68.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317283","FM0001","752774","","LINE 000CFO VOIDED.  (STYLE 2083419)","101367","","","NJ",
"568","Open","FM0001","FORMAN MILLS","Invoice","101368","544.50",".00","  .00%",".00",".00","544.50","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317284","FM0001","752774","","","101368","","","NJ",
"569","Open","FM0001","FORMAN MILLS","Invoice","101369","1,296.00",".00","  .00%",".00",".00","1,296.00","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317285","FM0001","752774","","","101369","","","NJ",
"570","Open","FM0001","FORMAN MILLS","Invoice","101370","3,094.50",".00","  .00%",".00",".00","3,094.50","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317286","FM0001","752774","","","101370","","","NJ",
"571","Open","FM0001","FORMAN MILLS","Invoice","101371","370.50",".00","  .00%",".00",".00","370.50","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317287","FM0001","752774","","LINE 000CE2 VOIDED.  (STYLE 7385342","101371","","","NJ",
"572","Open","FM0001","FORMAN MILLS","Invoice","101372","4,660.50",".00","  .00%",".00",".00","4,660.50","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317277","FM0001","752774","","","101372","","","NJ",
"573","Open","FM0001","FORMAN MILLS","Invoice","101376","64.25",".00","  .00%",".00",".00","64.25","NET 30","AF","01/06/2014","W","PB","","Current"," 30","02/05/2014","","12/13","","","","","","000131","01/08/2014","","","No collection Info","317282","FM0001","752774","","LINE 000CPO VOIDED.  (STYLE 1382532 Adju","101376","","","NJ",
"574","Open","NA0001","NATIONAL STORES","Invoice","101377","10,935.00",".00","  .00%",".00",".00","10,935.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286660","NA0001","825846",""," Adjust qty shipped 101377","101377","","","CA",
"575","Open","NA0001","NATIONAL STORES","Invoice","101378","7,560.00",".00","  .00%",".00",".00","7,560.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286661","NA0001","825846","","","101378","","","CA",
"576","Open","NA0001","NATIONAL STORES","Invoice","101379","25,020.00",".00","  .00%",".00",".00","25,020.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286662","NA0001","825846","","","101379","","","CA",
"577","Open","NA0001","NATIONAL STORES","Invoice","101380","20,592.00",".00","  .00%",".00",".00","20,592.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286663","NA0001","825846","","","101380","","","CA",
"578","Open","NA0001","NATIONAL STORES","Invoice","101381","13,188.00",".00","  .00%",".00",".00","13,188.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286683","NA0001","825846","","","101381","","","CA",
"579","Open","NA0001","NATIONAL STORES","Invoice","101382","16,632.00",".00","  .00%",".00",".00","16,632.00","ROG + 60","AF","01/14/2014","W","PB","","Current"," 65","03/20/2014","","01/14","","","","","","000134","01/15/2014","","","No collection Info","286684","NA0001","825846","","","101382","","","CA",
"580","Open","NA0001","NATIONAL STORES","Invoice","101383","8,705.00",".00","  .00%",".00",".00","8,705.00","ROG + 60","AF","01/13/2014","W","PB","","Current"," 65","03/19/2014","","01/14","","","","","","000133","01/14/2014","","","No collection Info","286685","NA0001","825846","","","101383","","","TX",
