"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"349","Open","US0001","US MARINE CORPS","Invoice","100767","90.00",".00","  .00%",".00",".00","90.00","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000082","11/04/2013","","","No collection Info","999243","001398","503641","","","100767","G232","","Shipped","10/25/13","CALL TO ROUTE","    12","     2","","90.00","    .00",".00","","557841386643","","CA","","",
"350","Open","US0001","US MARINE CORPS","Invoice","100768","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001400","503641","","AS PER ELI, USE $12/CTN","100768","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","CA","","",
"351","Open","US0001","US MARINE CORPS","Invoice","100769","165.60","36.00","  .00%",".00",".00","165.60","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001401","503641","","AS PER ELI, USE $12/CTN","100769","G233","","Shipped","10/25/13","FEDEX GROUND","    18","     3","","165.60","  36.00",".00","","","","CA","","",
"352","Open","US0001","US MARINE CORPS","Invoice","100770","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001407","503641","","AS PER ELI, USE $12/CTN.","100770","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","VA","","",
"353","Open","US0001","US MARINE CORPS","Invoice","100771","319.20","60.00","  .00%",".00",".00","319.20","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001409","503641","","AS PER ELI, USE $12/CTN.","100771","G233","","Shipped","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","NC","","",
"354","Open","US0001","US MARINE CORPS","Invoice","100772","216.00","36.00","  .00%",".00",".00","216.00","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999243","001409","503641","","AS PER ELI, USE $12/CTN","100772","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","216.00","  36.00",".00","","","","NC","","",
"355","Open","US0001","US MARINE CORPS","Invoice","100827","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001398","OK MT","","$12/CTN.","100827","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841386903","","CA","","",
"356","Open","US0001","US MARINE CORPS","Invoice","100828","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001399","OK MT","","$12/CTN.","100828","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841386936","","CA","","",
"357","Open","US0001","US MARINE CORPS","Invoice","100829","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001401","OK MT","","#12/CTN","100829","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387005","","CA","","",
"358","Open","US0001","US MARINE CORPS","Invoice","100830","336.00","48.00","  .00%",".00",".00","336.00","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001401","OK MT","","$12/CTN","100830","G235","","Shipped","10/30/13","CALL TO ROUTE","    48","     4","","336.00","  48.00",".00","","557841387038","","CA","","",
"359","Open","US0001","US MARINE CORPS","Invoice","100831","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001402","OK MT","","$12/CTN","100831","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387071","","CA","","",
"360","Open","US0001","US MARINE CORPS","Invoice","100832","616.80","84.00","  .00%",".00",".00","616.80","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001402","OK MT","","$12/CTN","100832","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387108","","CA","","",
"361","Open","US0001","US MARINE CORPS","Invoice","100833","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001404","OK MT","","$12/CTN","100833","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387174","","","","",
"362","Open","US0001","US MARINE CORPS","Invoice","100836","338.40","72.00","  .00%",".00",".00","338.40","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001406","OK MT","","$12/CTN.","100836","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     6","","338.40","  72.00",".00","","","","SC","","",
"363","Open","US0001","US MARINE CORPS","Invoice","100837","295.20","36.00","  .00%",".00",".00","295.20","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001407","OK MT","","$12/CTN","100837","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","","","VA","","",
"364","Open","US0001","US MARINE CORPS","Invoice","100838","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001407","405448","","$12/CTN","100838","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387336","","VA","","",
"365","Open","US0001","US MARINE CORPS","Invoice","100840","338.40","72.00","  .00%",".00",".00","338.40","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001408","OK MT","","$12/CTN","100840","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     6","","338.40","  72.00",".00","","557841387439","","NC","","",
"366","Open","US0001","US MARINE CORPS","Invoice","100841","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001409","OK MT","","$12/CTN","100841","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387494","","NC","","",
"367","Open","US0001","US MARINE CORPS","Invoice","100842","168.00","24.00","  .00%",".00",".00","168.00","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001411","OK MT","","$12/CTN","100842","G235","","Shipped","10/30/13","CALL TO ROUTE","    24","     4","","168.00","  24.00",".00","","557841387510","","CA","","",
"368","Open","US0001","US MARINE CORPS","Invoice","100908","167.79","38.19","  .00%",".00",".00","167.79","NET 30","AF","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1128","001404","503639","","","100908","G235","","Shipped","10/30/13","FEDEX GROUND","    18","     3","","167.79","  38.19",".00","","557841387564","","","","",
"369","Open","US0001","US MARINE CORPS","Invoice","100910","169.68","40.08","  .00%",".00",".00","169.68","NET 30","JB","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001406","503639","","","100910","G235","","Shipped","10/30/13","FEDEX GROUND","    18","     3","","169.68","  40.08",".00","","557841387597","","SC","","",
"370","Open","US0001","US MARINE CORPS","Invoice","100834","532.80",".00","  .00%",".00",".00","532.80","NET 30","JB","11/01/2013","W","PB","38","31 to 60"," 30","12/01/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1242","001405","OK MT","","","100834","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","532.80","    .00",".00","","","","","","",
"371","Open","US0001","US MARINE CORPS","Invoice","100835","552.00",".00","  .00%",".00",".00","552.00","NET 30","AF","11/01/2013","W","PB","38","31 to 60"," 30","12/01/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1255","001405","390731","","","100835","G235","","Shipped","10/31/13","CALL TO ROUTE","    72","     6","","552.00","    .00",".00","","","","VA","","",
"372","Open","US0001","US MARINE CORPS","Invoice","100909","167.79","38.19","  .00%",".00",".00","167.79","NET 30","AF","11/01/2013","W","PB","38","31 to 60"," 30","12/01/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1123","001405","503636","","","100909","G235","","Shipped","10/31/13","FEDEX GROUND","    18","     3","","167.79","  38.19",".00","","","","VA","","",
"373","Open","US0001","US MARINE CORPS","Invoice","101011","445.00","13.00","  .00%",".00",".00","445.00","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1196","001399","591974","","AS PER FREIGHT CALCULATOR","101011","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     8","","445.00","  13.00",".00","","557841387760","","AZ","","",
"374","Open","US0001","US MARINE CORPS","Invoice","101012","466.60","13.00","  .00%",".00",".00","466.60","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001399","591974","","AS PER FREIGHT CALCULATOR","101012","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     8","","466.60","  13.00",".00","","557841387840","","CA","","",
"375","Open","US0001","US MARINE CORPS","Invoice","101013","565.53","13.53","  .00%",".00",".00","565.53","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001399","591974","","AS PER FREIGHT CALCULATOR","101013","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     6","","565.53","  13.53",".00","","","","CA","","",
"376","Open","US0001","US MARINE CORPS","Invoice","101014","321.72","9.72","  .00%",".00",".00","321.72","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1277","001399","591974","","AS PER FREIGHT CALCULATOR","101014","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     2","","321.72","   9.72",".00","","557841387932","","CA","","",
"377","Open","US0001","US MARINE CORPS","Invoice","101015","446.28","14.28","  .00%",".00",".00","446.28","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1196","001401","591974","","AS PER FREIGHT CALCULATOR","101015","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","    12","","446.28","  14.28",".00","","557841387943","","NC","","",
"378","Open","US0001","US MARINE CORPS","Invoice","101017","565.53","13.53","  .00%",".00",".00","565.53","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001401","591974","","AS PER FREIGHT CALCULATOR","101017","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     6","","565.53","  13.53",".00","","","","CA","","",
"379","Open","US0001","US MARINE CORPS","Invoice","101018","321.72","9.72","  .00%",".00",".00","321.72","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1277","001401","591974","","AS PER FREIGHT CALCULATOR","101018","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     2","","321.72","   9.72",".00","","557841388067","","CA","","",
"380","Open","US0001","US MARINE CORPS","Invoice","101019","299.58","11.58","  .00%",".00",".00","299.58","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1196","001402","591974","","AS PER FREIGHT CALCULATOR","101019","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","299.58","  11.58",".00","","","","CA","","",
"381","Open","US0001","US MARINE CORPS","Invoice","101020","313.98","11.58","  .00%",".00",".00","313.98","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001402","591974","","AS PER FREIGHT CALCULATOR","101020","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","313.98","  11.58",".00","","557841388126","","CA","","",
"382","Open","US0001","US MARINE CORPS","Invoice","101021","299.58","11.58","  .00%",".00",".00","299.58","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000107","12/02/2013","","","No collection Info","1256","001402","591974","","AS PER FREIGHT CALCULATOR","101021","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","299.58","  11.58",".00","","557841388160","","CA","","",
"383","Open","US0001","US MARINE CORPS","Invoice","101022","165.76","14.56","  .00%",".00",".00","165.76","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001406","591974","","AS PER FREIGHT CALCULATOR","101022","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     4","","165.76","  14.56",".00","","","","SC","","",
"384","Open","US0001","US MARINE CORPS","Invoice","101023","231.67","21.67","  .00%",".00",".00","231.67","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001406","591974","","AS PER FREIGHT CALCULATOR","101023","G255","","Shipped","11/04/13","CALL TO ROUTE","    30","     5","","231.67","  21.67",".00","","","","SC","","",
"385","Open","US0001","US MARINE CORPS","Invoice","101024","319.00","31.00","  .00%",".00",".00","319.00","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1196","001407","591974","","AS PER FREIGHT CALCULATOR","101024","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","319.00","  31.00",".00","","","","VA","","",
"386","Open","US0001","US MARINE CORPS","Invoice","101025","333.40","31.00","  .00%",".00",".00","333.40","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001407","591974","","AS PER FREIGHT CALCULATOR","101025","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","333.40","  31.00",".00","","","","VA","","",
"387","Open","US0001","US MARINE CORPS","Invoice","101026","594.59","42.59","  .00%",".00",".00","594.59","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001407","591974","","AS PER FREIGHT CALCULATOR","101026","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     6","","594.59","  42.59",".00","","557841388814","","VA","","",
"388","Open","US0001","US MARINE CORPS","Invoice","101027","334.54","22.54","  .00%",".00",".00","334.54","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1277","001407","591974","","AS PER FREIGHT CALCULATOR","101027","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     2","","334.54","  22.54",".00","","557841388321","","VA","","",
"389","Open","US0001","US MARINE CORPS","Invoice","101028","165.76","14.56","  .00%",".00",".00","165.76","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001408","591974","","AS PER FREIGHT CALCULATOR","101028","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     4","","165.76","  14.56",".00","","","","NC","","",
"390","Open","US0001","US MARINE CORPS","Invoice","101029","231.67","21.67","  .00%",".00",".00","231.67","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001408","591974","","AS PER FREIGHT CALCULATOR","101029","G255","","Shipped","11/04/13","CALL TO ROUTE","    30","     5","","231.67","  21.67",".00","","557841388858","","NC","","",
"391","Open","US0001","US MARINE CORPS","Invoice","101030","625.60","49.60","  .00%",".00",".00","625.60","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1196","001409","591574","","AS PER FREIGHT CALCULATOR","101030","G255","","Shipped","11/04/13","CALL TO ROUTE","    96","     8","","625.60","  49.60",".00","","","","NC","","",
"392","Open","US0001","US MARINE CORPS","Invoice","101031","332.44","30.04","  .00%",".00",".00","332.44","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001409","591974","","AS PER FREIGHT CALCULATOR","101031","G255","","Shipped","11/04/13","CALL TO ROUTE","    48","     4","","332.44","  30.04",".00","","","","NC","","",
"393","Open","US0001","US MARINE CORPS","Invoice","101032","594.59","42.59","  .00%",".00",".00","594.59","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1256","001409","591974","","AS PER FREIGHT CALCULATOR","101032","G255","","Shipped","11/04/13","CALL TO ROUTE","    72","     6","","594.59","  42.59",".00","","","","NC","","",
"394","Open","US0001","US MARINE CORPS","Invoice","101033","500.83","32.83","  .00%",".00",".00","500.83","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1277","001409","591974","","AS PER FREIGHT CALCULATOR","101033","G255","","Shipped","11/04/13","CALL TO ROUTE","    36","     6","","500.83","  32.83",".00","","","","NC","","",
"395","Open","US0001","US MARINE CORPS","Invoice","101034","152.95","8.95","  .00%",".00",".00","152.95","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1196","001411","591974","","AS PER FREIGHT CALCULATOR","101034","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     4","","152.95","   8.95",".00","","557841388549","","CA","","",
"396","Open","US0001","US MARINE CORPS","Invoice","101035","159.63","8.43","  .00%",".00",".00","159.63","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1200","001411","591974","","AS PER FREIGHT CALCULATOR","101035","G255","","Shipped","11/04/13","CALL TO ROUTE","    24","     4","","159.63","   8.43",".00","","","","CA","","",
"397","Open","US0001","US MARINE CORPS","Invoice","101036","219.56","9.56","  .00%",".00",".00","219.56","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1256","001411","591974","","AS PER FREIGHT CALCULATOR","101036","G255","","Shipped","11/04/13","CALL TO ROUTE","    30","     5","","219.56","   9.56",".00","","","","CA","","",
"398","Open","US0001","US MARINE CORPS","Invoice","101016","313.98","11.58","  .00%",".00",".00","313.98","NET 30","AF","11/06/2013","W","PB","33","31 to 60"," 30","12/06/2013","","10/13","","","","","","000106","12/02/2013","","","No collection Info","1200","001401","591974","","AS PER FREIGHT CALCULATOR","101016","G255","","Shipped","11/06/13","CALL TO ROUTE","    48","     4","","313.98","  11.58",".00","","557841388023","","CA","","",
"399","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100761","1,852.80",".00","  .00%",".00",".00","1,852.80","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","34-01816","WD0003","503067","","","100761","G228","","Shipped","10/25/13","","   204","    17","","1,852.80","    .00",".00","","","","UT","","",
"400","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100762","355.20",".00","  .00%",".00",".00","355.20","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000088","11/04/2013","","","No collection Info","138-018168","WD0004","503068","","","100762","G210","","Shipped","10/25/13","","    36","     3","","355.20","    .00",".00","","557841385241","","NE","","",
"401","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100763","264.20","24.20","  .00%",".00",".00","264.20","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","139-018168","WD0005","503070","","","100763","G211","","Shipped","10/25/13","","    24","     2","150901","264.20","  24.20",".00","","","","SD","","",
"402","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100764","268.80",".00","  .00%",".00",".00","268.80","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","140-018168","WD0006","503071","","","100764","G213","","Shipped","10/25/13","","    24","     2","","268.80","    .00",".00","","","","SD","","",
"403","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100844","733.39","70.99","  .00%",".00",".00","733.39","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","34-01816","WD0003","503067","","","100844","G227","","Shipped","10/25/13","UPSN","    60","     5","","733.39","  70.99",".00","","55784184999","","UT","","",
"404","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100845","220.24","28.24","  .00%",".00",".00","220.24","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000088","11/04/2013","","","No collection Info","138-018168","WD0004","503068","","","100845","G209","","Shipped","10/25/13","UPSN","    24","     2","150900","220.24","  28.24",".00","","","","NE","","",
"405","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100846","178.71","15.51","  .00%",".00",".00","178.71","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000088","11/04/2013","","","No collection Info","140-018168","WD0006","503071","","","100846","G212","","Shipped","10/25/13","UPSN","    12","     1","","178.71","  15.51",".00","","","","SD","","",
"406","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100847","4,950.22","457.42","  .00%",".00",".00","4,950.22","NET 30","EE","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000082","11/04/2013","","","No collection Info","1","WD0007","503069","","","100847","G231","","Shipped","10/25/13","UPSN","   444","    37","","4,950.22"," 457.42",".00","","","","WA","","",
"407","Open","WD0001","WORLDWIDE DISTRIBUTO","Invoice","100997","158.34","14.34","  .00%",".00",".00","158.34","NET 30","EE","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","139-018168","WD0005","503070","","","100997","G235","","Shipped","10/30/13","FEDEX GROUND","    12","     1","","158.34","  14.34",".00","","","","SD","","",
"408","Open","WH0001","W&W WHOLESALE, INC.","Invoice","101043","7,680.00",".00","  .00%",".00",".00","7,680.00","ROG + 60","AF","10/30/2013","W","PB","4","1 to 30"," 65","01/04/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","6369","WH0001","593995","","","101043","G261","","Shipped","11/05/13","CALL TO ROUTE","   960","    80","","7,680.00","    .00",".00","","4663349","","CA","","",
"409","Open","WH0001","W&W WHOLESALE, INC.","Invoice","100967","21,888.00",".00","  .00%",".00",".00","21,888.00","ROG + 60","AF","11/05/2013","W","PB","","Current"," 65","01/10/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","6369","WH0001","593995","","","100967","G261","","Shipped","11/05/13","CALL TO ROUTE","  2736","   228","","21,888.00","    .00",".00","","","","CA","","",
"410","Open","WW0001","WISHING WELL","Invoice","100911","310.66","40.66","  .00%",".00",".00","310.66","NET 30","JC","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000080","11/04/2013","","","No collection Info","31113","WW0001","391219","","","100911","G229","","Shipped","10/25/13","FEDEX GROUND","    18","     3","","310.66","  40.66",".00","","557841385539","","IA","","",
"411","Open","YF0001","YFS INC","Invoice","101110","1,221.20","167.00","  .00%",".00","18.00","1,221.20","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","11/13","","","","","","000112","12/06/2013","","","No collection Info","111113","YF0001","730546","","","101110","G299","","Shipped","12/04/13","CALL TO ROUTE","   132","    12","34947036","1,221.20"," 167.00",".00","","","","CT","","",
"412","Open","ZU0001","ZULILY","Invoice","100024","3,816.00",".00","  .00%",".00",".00","3,816.00","NET 30","EE","08/01/2013","W","PB","130","121 to 150"," 30","08/31/2013","","08/13","","","","","","000003","08/06/2013","","","No collection Info","58265-P0000CBD74-6-1","001412","214386","","","100024","ADJUST","","Shipped","08/01/13","CALL TO ROUTE","   488","    80","","3,816.00","    .00",".00","","","MANUALLY UPDATED AS AUGUST SHIPMENT","CO","","",
"413","Open","ZU0001","ZULILY","Invoice","100506","419.80","53.05","  .00%",".00",".00","419.80","NET 30","EE","08/27/2013","W","PB","104","91 to 120"," 30","09/26/2013","","08/13","","","","","","000119","12/18/2013","","","No collection Info","SAMPLES","001412","SAMPLES","","","100506","G-082713","","Shipped","08/27/13","","    25","    25","508912460800915","419.80","  53.05",".00","","","","CO","","",
"414","Open","ZU0001","ZULILY","Invoice","100622","67.64","13.64","  .00%",".00",".00","67.64","NET 30","EE","09/26/2013","W","PB","74","61 to 90"," 30","10/26/2013","","08/13","","","","","","000054","10/04/2013","","","No collection Info","60606-P0000E12D4-8-1","001412","NONE","","","100622","G79","","Shipped","09/26/13","Call To Route","     6","     1","","67.64","    .00",".00","","","","CO","","",
"415","Open","MI0001","MINI MAX","Invoice","101142","713.28","44.28","  .00%",".00","15.00","713.28","Net 30","MC","12/09/2013","W","PB","","Current"," 30","01/09/2014","","12/13","","","","","","000114","12/13/2013","","","No collection Info","120313","MI0001","784994","","","101142","G302","","Shipped","12/09/13","CALL TO ROUTE","   120","    10","164500","713.28","  44.28",".00","","","","NY","","",
"416","Open","GB0001","GABRIEL BROTHERS","Invoice","101143","10,800.00",".00","  .00%",".00",".00","10,800.00","NET 30","AF","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000115","12/16/2013","","","No collection Info","100-0000261916 KS","GB0001","382698","","","101143","G300","","Shipped","12/06/13","CALL TO ROUTE","  2160","   180","164508","10,800.00","    .00",".00","","","","WV","","",
