"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"498","Open","SV0001","SUN VET KIDS #29","Invoice","101188","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","27","1 to 30"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","SV0001","784475","","","101188","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","NY","","",
"499","Open","SW0001","SW RETAIL","Invoice","100070","248.32","56.32","  .00%",".00",".00","248.32","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001705","327640","","","100070","G-082913","","Shipped","08/29/13","","    48","     4","BT813","248.32","  56.32",".00","","","","NY","0008","8",
"500","Open","SW0001","SW RETAIL","Invoice","100071","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001706","327640","","","100071","G-082913","","Shipped","08/29/13","","    24","     4","BT813","145.72","  49.72",".00","","","","NY","0009","9",
"501","Open","SW0001","SW RETAIL","Invoice","100077","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001712","327640","","","100077","G-082913","","Shipped","08/29/13","","    24","     4","BT813","145.72","  49.72",".00","","","","GA","00017","17",
"502","Open","SW0001","SW RETAIL","Invoice","100080","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000013","08/29/2013","","","No collection Info","BT813","001715","327640","","","100080","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","0020","20",
"503","Open","SW0001","SW RETAIL","Invoice","100083","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001718","327640","","","100083","G-082913","","Shipped","08/29/13","","    24","     4","130737","145.72","  49.72",".00","","","","GA","0023","23",
"504","Open","SW0001","SW RETAIL","Invoice","100087","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001722","327640","","","100087","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","0027","27",
"505","Open","SW0001","SW RETAIL","Invoice","100088","145.72","49.72","  .00%",".00",".00","145.72","NET 30","EE","08/29/2013","W","PB","151","121 to 150"," 30","09/28/2013","","08/13","","","","","","000014","08/29/2013","","","No collection Info","BT813","001723","327640","","","100088","G-082913","","Shipped","08/29/13","","    24","     4","","145.72","  49.72",".00","","","","OH","0028","28",
"506","Open","SW0001","SW RETAIL","Invoice","100066","144.48","48.48","  .00%",".00",".00","144.48","NET 30","EE","09/05/2013","W","PB","144","121 to 150"," 30","10/05/2013","","08/13","","","","","","000088","11/04/2013","","","No collection Info","BT813","001701","327640","","","100066","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    24","     4","","144.48","  48.48",".00","","","","NJ","0004","4",
"507","Open","SW0001","SW RETAIL","Invoice","100067","245.40","53.40","  .00%",".00",".00","245.40","NET 30","EE","09/05/2013","W","PB","144","121 to 150"," 30","10/05/2013","","08/13","","","","","","000021","09/05/2013","","","No collection Info","BT813","001702","327640","","","100067","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    48","     4","","245.40","  53.40",".00","","","","NJ","0005","5",
"508","Open","SW0001","SW RETAIL","Invoice","100068","142.36","46.36","  .00%",".00",".00","142.36","NET 30","EE","09/05/2013","W","PB","144","121 to 150"," 30","10/05/2013","","08/13","","","","","","000021","09/05/2013","","","No collection Info","BT813","001703","327640","","","100068","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    24","     4","","142.36","  46.36",".00","","","","NJ","0006","6",
"509","Open","SW0001","SW RETAIL","Invoice","100104","192.00",".00","  .00%",".00",".00","192.00","NET 30","EE","09/05/2013","W","PB","144","121 to 150"," 30","10/05/2013","","08/13","","","","","","000087","11/04/2013","","","No collection Info","BT813","001700","327640","","","100104","G-090513","","Shipped","09/05/13","UPSN-UNITED PAR","    48","     4","","192.00","    .00",".00","","","","NJ","0003","",
"510","Open","SW0001","SW RETAIL","Invoice","101144","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001698","752780","","","101144","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","0001","",
"511","Open","SW0001","SW RETAIL","Invoice","101145","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001699","752780","","","101145","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","0002","",
"512","Open","SW0001","SW RETAIL","Invoice","101146","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001702","752780","","","101146","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NJ","0005","",
"513","Open","SW0001","SW RETAIL","Invoice","101147","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001704","752780","","","101147","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","0007","",
"514","Open","SW0001","SW RETAIL","Invoice","101148","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001706","752780","","","101148","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","0009","",
"515","Open","SW0001","SW RETAIL","Invoice","101149","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001708","752780","","","101149","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","IN","0012","",
"516","Open","SW0001","SW RETAIL","Invoice","101150","252.00",".00","  .00%",".00",".00","252.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001717","752780","","","101150","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","252.00","    .00",".00","","","","OH","0022","",
"517","Open","SW0001","SW RETAIL","Invoice","101151","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001722","752780","","","101151","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","OH","0027","",
"518","Open","SW0001","SW RETAIL","Invoice","101152","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001723","752780","","","101152","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","OH","0028","",
"519","Open","SW0001","SW RETAIL","Invoice","101153","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001730","752780","","","101153","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","OH","0035","",
"520","Open","SW0001","SW RETAIL","Invoice","101154","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001731","752780","","","101154","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","TX","0036","",
"521","Open","SW0001","SW RETAIL","Invoice","101155","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","53","31 to 60"," 30","01/04/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","JDE1213","001732","752780","","","101155","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","TX","0037","",
"522","Open","TJ0001","TJ MAXX","Invoice","100674","5,700.00",".00","  .00%",".00",".00","5,700.00","NET 60","AF","10/04/2013","W","PB","85","61 to 90"," 60","12/03/2013","","08/13","","","","","","000055","10/08/2013","","","No collection Info","60850635","TJ0896","280699","","","100674","G110","","Shipped","10/04/13","CALL TO ROUTE","   912","   152","142704","5,700.00","    .00",".00","","","","MA","","896",
"523","Open","TJ0001","TJ MAXX","Invoice","100675","4,182.00",".00","  .00%",".00",".00","4,182.00","NET 60","AF","10/04/2013","W","PB","85","61 to 90"," 60","12/03/2013","","08/13","","","","","","000055","10/08/2013","","","No collection Info","70850635","TJ0897","280699","","","100675","G107","","Shipped","10/04/13","CALL TO ROUTE","   696","   116","142705","4,182.00","    .00",".00","","","","IN","","897",
"524","Open","TJ0001","TJ MAXX","Invoice","100720","724.50",".00","  .00%",".00",".00","724.50","NET 60","AF","10/22/2013","W","PB","67","61 to 90"," 60","12/21/2013","","10/13","","","","","","000075","10/25/2013","","","No collection Info","40850635","TJ0894","280699","","","100720","G197","","Shipped","10/22/13","CALL TO ROUTE","   126","    21","147047","724.50","    .00",".00","","","","NC","","894",
"525","Open","TJ0001","TJ MAXX","Invoice","100722","1,276.50",".00","  .00%",".00",".00","1,276.50","NET 60","AF","10/22/2013","W","PB","67","61 to 90"," 60","12/21/2013","","10/13","","","","","","000075","10/25/2013","","","No collection Info","80850635","TJ0898","280699","","","100722","G199","","Shipped","10/22/13","CALL TO ROUTE","   222","    37","147049","1,276.50","    .00",".00","","","","NV","","898",
"526","Open","TJ0001","TJ MAXX","Invoice","101078","4,657.50",".00","  .00%",".00",".00","4,657.50","NET 60","AF","11/20/2013","W","PB","37","31 to 60"," 60","01/20/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","30 919798","TJ0899","654420","","","101078","G279","","Shipped","11/20/13","CALL TO ROUTE","  1242","   164","155764","4,657.50","    .00",".00","","","","PA","","898",
"527","Open","TJ0001","TJ MAXX","Invoice","101425","3,870.00",".00","  .00%",".00",".00","3,870.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","40 201340","TJ0894","LINE GB","","","101425","G347","","Shipped","01/22/14","CALL TO ROUTE","   774","   129","173915","3,870.00","    .00",".00","","","","NC","","894",
"528","Open","TJ0001","TJ MAXX","Invoice","101426","1,740.00",".00","  .00%",".00",".00","1,740.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","60 201340","TJ0896","LINE GB","","","101426","G347","","Shipped","01/22/14","CALL TO ROUTE","   348","    58","173916","1,740.00","    .00",".00","","","","MA","","896",
"529","Open","TJ0001","TJ MAXX","Invoice","101427","4,020.00",".00","  .00%",".00",".00","4,020.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","70 201340","TJ0897","LINE GB","","","101427","G347","","Shipped","01/22/14","CALL TO ROUTE","   804","   134","173917","4,020.00","    .00",".00","","","","IN","","897",
"530","Open","TJ0001","TJ MAXX","Invoice","101428","2,250.00",".00","  .00%",".00",".00","2,250.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","80 201340","TJ0898","LINE GB","","","101428","G347","","Shipped","01/22/14","CALL TO ROUTE","   450","    75","173918","2,250.00","    .00",".00","","","","NV","","898",
"531","Open","TJ0001","TJ MAXX","Invoice","101417","10,164.00",".00","  .00%",".00",".00","10,164.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","60 852633","TJ0896","414277","","","101417","G348","","Shipped","01/23/14","CALL TO ROUTE","  1752","   292","173619","10,164.00","    .00",".00","","","","MA","","896",
"532","Open","TJ0001","TJ MAXX","Invoice","101418","19,068.00",".00","  .00%",".00",".00","19,068.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","70 852633","TJ0897","414277","","","101418","G348","","Shipped","01/23/14","CALL TO ROUTE","  3288","   548","173620","19,068.00","    .00",".00","","","","IN","","897",
"533","Open","TJ0001","TJ MAXX","Invoice","101419","13,920.00",".00","  .00%",".00",".00","13,920.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","80 852633","TJ0898","414277","","","101419","G348","","Shipped","01/23/14","CALL TO ROUTE","  2400","   400","173621","13,920.00","    .00",".00","","","","NV","","898",
"534","Open","TJ0001","TJ MAXX","Invoice","101416","26,448.00",".00","  .00%",".00",".00","26,448.00","NET 60","AF","01/24/2014","W","PB","","Current"," 60","03/25/2014","","01/14","","","","","","000139","01/27/2014","","","No collection Info","40 852633","TJ0894","414277","","","101416","G351","","Shipped","01/24/14","JB HUNT","  4560","   760","173618","26,448.00","    .00",".00","","","","","","",
"535","Open","TJ0001","TJ MAXX","Invoice","101463","15,504.00",".00","  .00%",".00",".00","15,504.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","40 852633","TJ0894","414277","","","101463","G359","","Shipped","01/30/14","CALL TO ROUTE","  2736","   456","176146","15,504.00","    .00",".00","","","","","","",
"536","Open","TJ0001","TJ MAXX","Invoice","101464","5,856.00",".00","  .00%",".00",".00","5,856.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","60 852633","TJ0896","414277","","","101464","G359","","Shipped","01/30/14","CALL TO ROUTE","  1032","   172","176147","5,856.00","    .00",".00","","","","MA","","896",
"537","Open","TJ0001","TJ MAXX","Invoice","101465","11,280.00",".00","  .00%",".00",".00","11,280.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","70 852633","TJ0897","414277","","","101465","G359","","Shipped","01/30/14","CALL TO ROUTE","  1992","   332","176148","11,280.00","    .00",".00","","","","IN","","897",
"538","Open","TJ0001","TJ MAXX","Invoice","101466","8,160.00",".00","  .00%",".00",".00","8,160.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","80 852633","TJ0898","414277","","","101466","G359","","Shipped","01/30/14","CALL TO ROUTE","  1440","   240","176149","8,160.00","    .00",".00","","","","NV","","898",
"539","Open","TJ0001","TJ MAXX","Invoice","101689","1,866.60",".00","  .00%",".00",".00","1,866.60","NET 60","AF","02/03/2014","W","PB","","Current"," 60","04/04/2014","","01/14","","","","","","000157","02/06/2014","","","No collection Info","40 289438","TJ0894","936153","","","101689","G368","","Shipped","02/03/14","CALL TO ROUTE","   306","    51","180187","1,866.60","    .00",".00","","","","NC","","894",
"540","Open","TJ0001","TJ MAXX","Invoice","101690","2,818.20",".00","  .00%",".00",".00","2,818.20","NET 60","AF","02/03/2014","W","PB","","Current"," 60","04/04/2014","","01/14","","","","","","000157","02/06/2014","","","No collection Info","60 289438","TJ0896","936154","","","101690","G368","","Shipped","02/03/14","CALL TO ROUTE","   462","    77","180188","2,818.20","    .00",".00","","","","MA","","896",
"541","Open","TJ0001","TJ MAXX","Invoice","101691","9,955.20",".00","  .00%",".00",".00","9,955.20","NET 60","AF","02/03/2014","W","PB","","Current"," 60","04/04/2014","","01/14","","","","","","000157","02/06/2014","","","No collection Info","70 289438","TJ0897","936155","","","101691","G369","","Shipped","02/03/14","CALL TO ROUTE","  1632","   272","180189","9,955.20","    .00",".00","","","","IN","","897",
"542","Open","TK0001","TK MAXX","Invoice","101088","5,106.00",".00","  .00%",".00",".00","5,106.00","ROG + 60","AF","11/20/2013","W","PB","32","31 to 60"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 155959","TK0001","654541","","","101088","G278","","Shipped","11/20/13","CALL TO ROUTE","  1728","   166","156237","5,106.00","    .00",".00","","","","","","",
"543","Open","TK0001","TK MAXX","Invoice","101091","15,087.00",".00","  .00%",".00",".00","15,087.00","ROG + 60","AF","11/20/2013","W","PB","32","31 to 60"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 156593","TK0001","654541","","","101091","G278","","Shipped","11/20/13","CALL TO ROUTE","  2916","   243","155983","15,087.00","    .00",".00","","","","","","",
"544","Open","TK0001","TK MAXX","Invoice","101092","1,296.00",".00","  .00%",".00",".00","1,296.00","ROG + 60","AF","11/20/2013","W","PB","32","31 to 60"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 155960","TK0001","654541","","","101092","G278","","Shipped","11/20/13","CALL TO ROUTE","   384","    32","155982","1,296.00","    .00",".00","","","","","","",
"545","Open","TK0001","TK MAXX","Invoice","101095","3,720.00",".00","  .00%",".00",".00","3,720.00","ROG + 60","AF","11/20/2013","W","PB","32","31 to 60"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 156594","TK0001","654541","","","101095","G278","","Shipped","11/20/13","CALL TO ROUTE","   720","    60","","3,720.00","    .00",".00","","156456","","","","",
"546","Open","TK0001","TK MAXX","Invoice","101089","2,820.00",".00","  .00%",".00",".00","2,820.00","ROG + 60","AF","11/22/2013","W","PB","30","1 to 30"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155966","TK0001","654541","","","101089","G283","","Shipped","11/22/13","CALL TO ROUTE","  1410","   157","156454","2,820.00","    .00",".00","","","","","","",
"547","Open","TK0001","TK MAXX","Invoice","101090","1,824.00",".00","  .00%",".00",".00","1,824.00","ROG + 60","AF","11/22/2013","W","PB","30","1 to 30"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155968","TK0001","654541","","","101090","G283","","Shipped","11/22/13","CALL TO ROUTE","   912","   152","156460","1,824.00","    .00",".00","","","","","","",
"548","Open","TK0001","TK MAXX","Invoice","101093","1,458.00",".00","  .00%",".00",".00","1,458.00","ROG + 60","AF","11/22/2013","W","PB","30","1 to 30"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155967","TK0001","654541","","","101093","G283","","Shipped","11/22/13","CALL TO ROUTE","   729","    74","156453","1,458.00","    .00",".00","","","","","","",
"549","Open","TK0001","TK MAXX","Invoice","101094","1,020.00",".00","  .00%",".00",".00","1,020.00","ROG + 60","AF","11/22/2013","W","PB","30","1 to 30"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155969","TK0001","654541","","","101094","G283","","Shipped","11/22/13","CALL TO ROUTE","   510","    85","156239","1,020.00","    .00",".00","","","","","","",
"550","Open","TO0002","TOMLINSONS","Invoice","101510","450.00",".00","  .00%",".00",".00","450.00","NET 30","EE","02/21/2014","W","PB","","Current"," 30","03/23/2014","","01/14","","","","","","000178","02/24/2014","","","No collection Info","11440","TO0002","893252","","","101510","G396","","Shipped","02/21/14","UPS THIRD PARTY","    60","    10","","450.00","    .00",".00","","1Z4R845R0362722","","NC","","",
"551","Open","UA0001","ULTIMATE APPAREL","Invoice","100752","1,344.00",".00","  .00%",".00",".00","1,344.00","NET 60","AF","11/04/2013","W","PB","53","31 to 60"," 60","01/04/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","10313A GRP#3360B00","UA0001","533500","","","100752","G245","","Shipped","11/04/13","CALL TO ROUTE","   336","    28","148581","1,344.00","    .00",".00","","","","CA","","",
"552","Open","UA0001","ULTIMATE APPAREL","Invoice","100753","1,728.00",".00","  .00%",".00",".00","1,728.00","NET 60","AF","11/04/2013","W","PB","53","31 to 60"," 60","01/04/2014","","10/13","","","","","","000089","11/11/2013","","","No collection Info","10313B GRP#3086323","UA0001","533504","","","100753","G245","","Shipped","11/04/13","CALL TO ROUTE","   432","    36","148581","1,728.00","    .00",".00","","","","CA","","",
"553","Open","UA0001","ULTIMATE APPAREL","Invoice","101437","11,220.00",".00","  .00%",".00",".00","11,220.00","NET 60","AF","01/17/2014","W","PB","","Current"," 60","03/18/2014","","01/14","","","","","","000135","01/20/2014","","","No collection Info","11314E","UA0001","879538","","","101437","G340","","Shipped","01/17/14","CALL TO ROUTE","  2244","   187","174259","11,220.00","    .00",".00","","","","CA","","",
"554","Open","US0001","US MARINE CORPS","Invoice","100839","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/14/2013","W","PB","105","91 to 120"," 30","11/13/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001408","OK MT","","$12/CTN","100839","G235","","Shipped","10/13/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387406","","NC","4100","4100",
"555","Open","US0001","US MARINE CORPS","Invoice","100766","319.20","60.00","  .00%",".00",".00","319.20","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001398","503641","","AS PER ELI, USE $12/CTN","100766","G233","","Shipped","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","CA","101","10101",
"556","Open","US0001","US MARINE CORPS","Invoice","100767","90.00",".00","  .00%",".00",".00","90.00","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000082","11/04/2013","","","No collection Info","999243","001398","503641","","","100767","G232","","Shipped","10/25/13","CALL TO ROUTE","    12","     2","","90.00","    .00",".00","","557841386643","","CA","101","10101",
"557","Open","US0001","US MARINE CORPS","Invoice","100768","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001400","503641","","AS PER ELI, USE $12/CTN","100768","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","CA","1025","10251",
"558","Open","US0001","US MARINE CORPS","Invoice","100769","165.60","36.00","  .00%",".00",".00","165.60","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001401","503641","","AS PER ELI, USE $12/CTN","100769","G233","","Shipped","10/25/13","FEDEX GROUND","    18","     3","","165.60","  36.00",".00","","","","CA","1110","9100",
"559","Open","US0001","US MARINE CORPS","Invoice","100770","232.80","48.00","  .00%",".00",".00","232.80","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999244","001407","503641","","AS PER ELI, USE $12/CTN.","100770","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","VA","2100","2100",
"560","Open","US0001","US MARINE CORPS","Invoice","100771","319.20","60.00","  .00%",".00",".00","319.20","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999241","001409","503641","","AS PER ELI, USE $12/CTN.","100771","G233","","Shipped","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","NC","5100","5100",
"561","Open","US0001","US MARINE CORPS","Invoice","100772","216.00","36.00","  .00%",".00",".00","216.00","NET 30","AF","10/25/2013","W","PB","94","91 to 120"," 30","11/24/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","999243","001409","503641","","AS PER ELI, USE $12/CTN","100772","G233","","Shipped","10/25/13","FEDEX GROUND","    24","     4","","216.00","  36.00",".00","","","","NC","5100","5100",
"562","Open","US0001","US MARINE CORPS","Invoice","100827","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001398","OK MT","","$12/CTN.","100827","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841386903","","CA","101","10101",
"563","Open","US0001","US MARINE CORPS","Invoice","100828","616.80","84.00","  .00%",".00",".00","616.80","NET 30","AF","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001399","OK MT","","$12/CTN.","100828","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841386936","","CA","1010","10100",
"564","Open","US0001","US MARINE CORPS","Invoice","100829","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001401","OK MT","","#12/CTN","100829","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387005","","CA","1110","11100",
"565","Open","US0001","US MARINE CORPS","Invoice","100830","336.00","48.00","  .00%",".00",".00","336.00","NET 30","AF","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001401","OK MT","","$12/CTN","100830","G235","","Shipped","10/30/13","CALL TO ROUTE","    48","     4","","336.00","  48.00",".00","","557841387038","","CA","1110","11100",
"566","Open","US0001","US MARINE CORPS","Invoice","100831","295.20","36.00","  .00%",".00",".00","295.20","NET 30","JB","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1129","001402","OK MT","","$12/CTN","100831","G235","","Shipped","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387071","","CA","1310","13100",
"567","Open","US0001","US MARINE CORPS","Invoice","100832","616.80","84.00","  .00%",".00",".00","616.80","NET 30","JB","10/30/2013","W","PB","89","61 to 90"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","1247","001402","OK MT","","$12/CTN","100832","G235","","Shipped","10/30/13","CALL TO ROUTE","    72","     6","","616.80","  84.00",".00","","557841387108","","CA","1310","13100",
